country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes
UK,2016,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Low emission vehicles,Low emission vehicles,38000.0,thousand,GBP,unclear,review,0.2,2016_UK.pdf,130,gpt-4o-mini,extract,Grants for collaborative R&D into low emission vehicles.
UK,2016,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,National Institute for Smart Data Innovation,National Institute for Smart Data Innovation,15000.0,thousand,GBP,research_infrastructure,include,0.8,2016_UK.pdf,130,gpt-4o-mini,extract,Investment in a new facility for Smart Data.
UK,2016,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Quadram Institute,Quadram Institute,50000.0,thousand,GBP,research_infrastructure,include,0.8,2016_UK.pdf,130,gpt-4o-mini,extract,Funding for a centre for food and health research.
UK,2016,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Science and Innovation,Science and Innovation,500000.0,thousand,GBP,science_agency,include,0.9,2016_UK.pdf,130,gpt-4o-mini,extract,Includes funding for various R&D initiatives.
UK,2016,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Science budget,Science budget,1700.0,thousand,GBP,direct_rd,review,0.9,2016_UK.pdf,76,gpt-4o-mini,extract,
UK,2016,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for a 21st century nuclear manufacturing programme,Funding for a 21st century nuclear manufacturing programme,30000.0,thousand,GBP,direct_rd,review,0.8,2016_UK.pdf,78,gpt-4o-mini,extract,Supports nuclear research and development.
UK,2016,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Investment in the National Institute for Smart Data Innovation,Investment in the National Institute for Smart Data Innovation,15000.0,thousand,GBP,research_infrastructure,review,0.8,2016_UK.pdf,78,gpt-4o-mini,extract,Funding for a facility to support innovation and research.
UK,2016,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,"The government will invest £15 million in the National Institute for Smart Data Innovation in Newcastle, subject to approved business case.","The government will invest £15 million in the National Institute for Smart Data Innovation in Newcastle, subject to approved business case.",15000.0,thousand,GBP,innovation_instruments,review,0.9,2016_UK.pdf,78,gpt-4o-mini,extract,
UK,2016,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,government will allocate at least £30 million for a 21st century nuclear manufacturing programme.,government will allocate at least £30 million for a 21st century nuclear manufacturing programme.,30000.0,thousand,GBP,direct_rd,review,0.9,2016_UK.pdf,78,gpt-4o-mini,extract,
UK,2016,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,"Budget announces £16 million in R&D funding, matched by industry, to support aerospace firms in the East Midlands.","Budget announces £16 million in R&D funding, matched by industry, to support aerospace firms in the East Midlands.",16000.0,thousand,GBP,direct_rd,review,0.9,2016_UK.pdf,81,gpt-4o-mini,extract,
UK,2016,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,The Midlands will also receive over £15 million funding to support R&D into lowering vehicle emissions.,The Midlands will also receive over £15 million funding to support R&D into lowering vehicle emissions.,15000.0,thousand,GBP,direct_rd,review,0.9,2016_UK.pdf,81,gpt-4o-mini,extract,
UK,2016,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,"The government will invest £14 million in STEAMhouse, subject to business case.","The government will invest £14 million in STEAMhouse, subject to business case.",14000.0,thousand,GBP,innovation_instruments,review,0.9,2016_UK.pdf,82,gpt-4o-mini,extract,
UK,2016,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,The government is providing a grant of up to £16 million to Dyson to support research and development for battery technology at their site in Malmesbury.,The government is providing a grant of up to £16 million to Dyson to support research and development for battery technology at their site in Malmesbury.,16000.0,thousand,GBP,direct_rd,review,0.9,2016_UK.pdf,83,gpt-4o-mini,extract,
UK,2016,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total Resource DEL,Total Resource DEL,3500.0,thousand,GBP,science_agency,review,1.0,2016_UK.pdf,93,gpt-4o-mini,extract,
UK,2016,section_total,UKRI,UK Research and Innovation,UK Research and Innovation,,Total Resource DEL,Total Resource DEL,6000.0,thousand,GBP,science_agency,review,1.0,2016_UK.pdf,93,gpt-4o-mini,extract,
UK,2017,program_total,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Investment in R&D programmes,Investment in R&D programmes,23000.0,thousand,GBP,direct_rd,review,0.9,2017_03_UK.pdf,46,gpt-4o-mini,extract,
UK,2017,section_total,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Total investment for R&D from NPIF,Total investment for R&D from NPIF,4700.0,thousand,GBP,direct_rd,review,1.0,2017_03_UK.pdf,46,gpt-4o-mini,extract,
UK,2017,program_total,ISCF,Industrial Strategy Challenge Fund,Industrial Strategy Challenge Fund,,Initial investment in the Industrial Strategy Challenge Fund,Initial investment in the Industrial Strategy Challenge Fund,270000.0,thousand,GBP,direct_rd,review,1.0,2017_03_UK.pdf,47,gpt-4o-mini,extract,
UK,2017,line_item,TalentFunding,Talent funding,Talent funding,,Investment for high-skilled research talent,Investment for high-skilled research talent,250000.0,thousand,GBP,higher_education,review,1.0,2017_03_UK.pdf,47,gpt-4o-mini,extract,
UK,2017,line_item,Global Research Talent,Global research talent,Global research talent,,Funding from international funds for fellowships,Funding from international funds for fellowships,50000.0,thousand,GBP,direct_rd,review,0.9,2017_03_UK.pdf,48,gpt-4o-mini,extract,
UK,2017,line_item,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Investment in 5G facility,Investment in 5G facility,16000.0,thousand,GBP,direct_rd,review,0.9,2017_03_UK.pdf,48,gpt-4o-mini,extract,
UK,2017,line_item,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Investment in digital infrastructure,Investment in digital infrastructure,740000.0,thousand,GBP,direct_rd,review,0.9,2017_03_UK.pdf,48,gpt-4o-mini,extract,
UK,2017,line_item,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Investment in full-fibre broadband programme,Investment in full-fibre broadband programme,200000.0,thousand,GBP,direct_rd,review,0.9,2017_03_UK.pdf,48,gpt-4o-mini,extract,
UK,2017,program_total,Global Research Talent,Global research talent,Global research talent,,Investment to attract global research talent,Investment to attract global research talent,100000.0,thousand,GBP,direct_rd,review,0.9,2017_03_UK.pdf,48,gpt-4o-mini,extract,
UK,2017,line_item,GlobalResearchTalent,Global research talent,Global research talent,,Investment to attract global research talent,Investment to attract global research talent,100000.0,thousand,GBP,higher_education,review,1.0,2017_03_UK.pdf,48,gpt-4o-mini,extract,
UK,2017,line_item,Global Research Talent,Global research talent,Global research talent,,NPIF funding for fellowship programmes,NPIF funding for fellowship programmes,50000.0,thousand,GBP,direct_rd,include,0.9,2017_03_UK.pdf,48,gpt-4o-mini,extract,
UK,2017,program_total,UKRI,UK Research and Innovation,UK Research and Innovation,,Investment in the Industrial Strategy Challenge Fund,Investment in the Industrial Strategy Challenge Fund,,billion,GBP,innovation_instruments,review,0.4,2017_03_UK.pdf,5,gpt-4o-mini,extract,Specific investment for R&D. | no_amount
UK,2017,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,"Total budget for the Department for Business, Innovation and Skills","Total budget for the Department for Business, Innovation and Skills",,billion,GBP,science_agency,review,0.4,2017_03_UK.pdf,5,gpt-4o-mini,extract,Total budget not specified in detail. | no_amount
UK,2017,program_total,UKRI,UK Research and Innovation,UK Research and Innovation,,Total funding for UK Research and Innovation,Total funding for UK Research and Innovation,,billion,GBP,science_agency,review,0.4,2017_03_UK.pdf,5,gpt-4o-mini,extract,Total budget not specified in detail. | no_amount
UK,2017,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,"Funding to create an additional 1,000 PhD places","Funding to create an additional 1,000 PhD places",,billion,GBP,higher_education,review,0.4,2017_03_UK.pdf,7,gpt-4o-mini,extract,Funding specifically for research talent. | no_amount
UK,2017,program_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Investment in cutting-edge technology and innovation,Investment in cutting-edge technology and innovation,300000.0,thousand,GBP,innovation_instruments,review,0.9,2017_03_UK.pdf,7,gpt-4o-mini,extract,Specific investment for research talent development.
UK,2017,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,"investing £300 million to further develop the UK’s research talent, including through creating an additional 1,000 PhD places","investing £300 million to further develop the UK’s research talent, including through creating an additional 1,000 PhD places",300000.0,thousand,GBP,higher_education,review,0.9,2017_03_UK.pdf,7,gpt-4o-mini,extract,Funding explicitly for research talent development
UK,2017,program_total,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Research and Development: NPIF investment,Research and Development: NPIF investment,2300.0,thousand,GBP,direct_rd,review,0.9,2017_11_UK.pdf,30,gpt-4o-mini,extract,Specific investment for R&D from NPIF.
UK,2017,line_item,R&D,Research and Development,Research and Development,,Research and Development: increase R&D expenditure credit to 12%,Research and Development: increase R&D expenditure credit to 12%,5000.0,thousand,GBP,unclear,review,0.2,2017_11_UK.pdf,30,gpt-4o-mini,extract,Increase in R&D expenditure credit.
UK,2017,line_item,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Research and Development funding,Research and Development funding,425000.0,thousand,GBP,direct_rd,review,0.9,2017_11_UK.pdf,46,gpt-4o-mini,extract,R&D funding for 2017-18
UK,2017,program_total,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Research and Development funding,Research and Development funding,1570.0,thousand,GBP,direct_rd,review,0.9,2017_11_UK.pdf,46,gpt-4o-mini,extract,Total R&D funding from NPIF.
UK,2017,line_item,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Research and Development funding 2017-18,Research and Development funding 2017-18,425000.0,thousand,GBP,direct_rd,review,0.9,2017_11_UK.pdf,46,gpt-4o-mini,extract,Specific allocation for R&D in 2017-18.
UK,2017,section_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Total R&D funding,Total R&D funding,2300.0,thousand,GBP,direct_rd,review,0.9,2017_11_UK.pdf,46,gpt-4o-mini,extract,Total includes R&D funding from NPIF.
UK,2017,program_total,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Additional spending in R&D,Additional spending in R&D,2300.0,thousand,GBP,direct_rd,review,0.9,2017_11_UK.pdf,48,gpt-4o-mini,extract,Increase in R&D spending from NPIF
UK,2017,section_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Total R&D funding,Total R&D funding,12500.0,thousand,GBP,science_agency,review,0.8,2017_11_UK.pdf,48,gpt-4o-mini,extract,Total direct R&D spending by 2021-22
UK,2017,line_item,R&D,Research and Development,Research and Development,,total direct R&D spending to £12.5 billion per annum by 2021-22,total direct R&D spending to £12.5 billion per annum by 2021-22,12500.0,thousand,GBP,direct_rd,review,1.0,2017_11_UK.pdf,48,gpt-4o-mini,extract,
UK,2017,line_item,Innovation,Innovation,Innovation,,£170 million for innovation to transform productivity in the construction sector,£170 million for innovation to transform productivity in the construction sector,170000.0,thousand,GBP,direct_rd,review,1.0,2017_11_UK.pdf,48,gpt-4o-mini,extract,
UK,2017,line_item,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,£2.3 billion of additional spending in 2021-22,£2.3 billion of additional spending in 2021-22,2300.0,thousand,GBP,direct_rd,review,1.0,2017_11_UK.pdf,48,gpt-4o-mini,extract,
UK,2017,line_item,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,£4.7 billion NPIF investment in science and innovation,£4.7 billion NPIF investment in science and innovation,4700.0,thousand,GBP,direct_rd,review,1.0,2017_11_UK.pdf,48,gpt-4o-mini,extract,
UK,2017,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total budget for R&D,Total budget for R&D,,billion,GBP,science_agency,review,0.4,2017_11_UK.pdf,5-31,gpt-4o-mini,extract,Total budget not specified in detail. | no_amount
UK,2017,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,5G testbeds and trials,5G testbeds and trials,160000.0,thousand,GBP,unclear,review,0.2,2017_11_UK.pdf,54,gpt-4o-mini,extract,Investment in 5G infrastructure for research and development.
UK,2017,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Challenge Fund for full-fibre networks,Challenge Fund for full-fibre networks,190000.0,thousand,GBP,direct_rd,review,0.9,2017_11_UK.pdf,54,gpt-4o-mini,extract,Funding to encourage faster rollout of full-fibre networks.
UK,2017,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Investment for rail passenger communications trials,Investment for rail passenger communications trials,35000.0,thousand,GBP,direct_rd,review,0.9,2017_11_UK.pdf,54,gpt-4o-mini,extract,Funding for trials to improve mobile communications for rail passengers.
UK,2017,line_item,5G,5G Test Facilities,5G Test Facilities,,£10 million to create facilities where the security of 5G networks can be tested,£10 million to create facilities where the security of 5G networks can be tested,10000.0,thousand,GBP,direct_rd,review,1.0,2017_11_UK.pdf,54,gpt-4o-mini,extract,
UK,2017,line_item,5G,5G Infrastructure,5G Infrastructure,,£160 million from the NPIF in new 5G infrastructure,£160 million from the NPIF in new 5G infrastructure,160000.0,thousand,GBP,direct_rd,review,1.0,2017_11_UK.pdf,54,gpt-4o-mini,extract,
UK,2017,line_item,5G,5G Applications Trial,5G Applications Trial,,£5 million for an initial trial to test 5G applications and deployment on roads,£5 million for an initial trial to test 5G applications and deployment on roads,5000.0,thousand,GBP,direct_rd,review,1.0,2017_11_UK.pdf,54,gpt-4o-mini,extract,
UK,2017,line_item,MRC,Medical Research Council,Medical Research Council,,Funding for Jodrell Bank project,Funding for Jodrell Bank project,4000.0,thousand,GBP,science_agency,review,0.9,2017_11_UK.pdf,56,gpt-4o-mini,extract,Funding for a project to create a new interpretation centre at Jodrell Bank.
UK,2017,line_item,Jodrell Bank,Jodrell Bank Project,Jodrell Bank Project,,£4 million to Jodrell Bank as part of their £20.5 million project,£4 million to Jodrell Bank as part of their £20.5 million project,4000.0,thousand,GBP,direct_rd,review,1.0,2017_11_UK.pdf,56,gpt-4o-mini,extract,
UK,2018,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Quantum Technology: research and development,Quantum Technology: research and development,5000.0,thousand,GBP,direct_rd,include,1.0,2018_UK.pdf,40,gpt-4o-mini,extract,
UK,2018,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,support for UK nuclear fusion,support for UK nuclear fusion,20000.0,thousand,GBP,direct_rd,include,1.0,2018_UK.pdf,40,gpt-4o-mini,extract,
UK,2018,line_item,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Research and Development funding,Research and Development funding,1520.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,57,gpt-4o-mini,extract,Part of the National Productivity Investment Fund.
UK,2018,line_item,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Research and Development funding,Research and Development funding,425000.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,57,gpt-4o-mini,extract,
UK,2018,line_item,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Research and Development funding,Research and Development funding,820000.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,57,gpt-4o-mini,extract,
UK,2018,line_item,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Research and Development funding,Research and Development funding,1520.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,57,gpt-4o-mini,extract,
UK,2018,line_item,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Research and Development funding,Research and Development funding,2000.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,57,gpt-4o-mini,extract,
UK,2018,line_item,NPIF,National Productivity Investment Fund,National Productivity Investment Fund,,Research and Development funding,Research and Development funding,2325.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,57,gpt-4o-mini,extract,
UK,2018,section_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Total R&D funding,Total R&D funding,1600.0,thousand,GBP,science_agency,review,1.0,2018_UK.pdf,58,gpt-4o-mini,extract,Total includes various R&D allocations.
UK,2018,program_total,Industrial Strategy Challenge Fund,Industrial Strategy Challenge Fund,Industrial Strategy Challenge Fund,,Increase in Industrial Strategy Challenge Fund,Increase in Industrial Strategy Challenge Fund,1100.0,thousand,GBP,innovation_instruments,review,1.0,2018_UK.pdf,59,gpt-4o-mini,extract,
UK,2018,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Industrial Strategy Challenge Fund,Industrial Strategy Challenge Fund,1100.0,thousand,GBP,direct_rd,include,1.0,2018_UK.pdf,59,gpt-4o-mini,extract,
UK,2018,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Long-term support for research and development,Long-term support for research and development,1600.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,59,gpt-4o-mini,extract,
UK,2018,line_item,Nuclear Fusion,Nuclear Fusion,Nuclear Fusion,,Funding for nuclear fusion technologies,Funding for nuclear fusion technologies,20000.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,60,gpt-4o-mini,extract,
UK,2018,line_item,Quantum Technologies,Quantum Technologies,Quantum Technologies,,Investment for quantum technologies,Investment for quantum technologies,235000.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,60,gpt-4o-mini,extract,
UK,2018,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Investment of up to £50 million in new Turing AI Fellowships to bring the best global researchers in AI to the UK,Investment of up to £50 million in new Turing AI Fellowships to bring the best global researchers in AI to the UK,50000.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,60,gpt-4o-mini,extract,
UK,2018,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Investment of £235 million to support the development and commercialisation of quantum technologies,Investment of £235 million to support the development and commercialisation of quantum technologies,235000.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,60,gpt-4o-mini,extract,
UK,2018,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Up to £121 million for Made Smarter to support the transformation of manufacturing through digitally-enabled technologies,Up to £121 million for Made Smarter to support the transformation of manufacturing through digitally-enabled technologies,121000.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,60,gpt-4o-mini,extract,
UK,2018,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,"Up to £78 million for the Stephenson Challenge, supporting innovation in electric motor technology","Up to £78 million for the Stephenson Challenge, supporting innovation in electric motor technology",78000.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,60,gpt-4o-mini,extract,
UK,2018,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£100 million in an international fellowship scheme,£100 million in an international fellowship scheme,100000.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,60,gpt-4o-mini,extract,
UK,2018,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£115 million to extend funding for the Digital Catapult,£115 million to extend funding for the Digital Catapult,115000.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,60,gpt-4o-mini,extract,
UK,2018,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£20 million in 2019-20 for the UK Atomic Energy Agency to accelerate its work on the development and commercialisation of fusion technologies,£20 million in 2019-20 for the UK Atomic Energy Agency to accelerate its work on the development and commercialisation of fusion technologies,20000.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,60,gpt-4o-mini,extract,
UK,2018,line_item,Plastics R&D,Plastics R&D,Plastics R&D,,Funding for plastics R&D to tackle plastics and boost recycling.,Funding for plastics R&D to tackle plastics and boost recycling.,10000.0,thousand,GBP,direct_rd,review,0.9,2018_UK.pdf,68,gpt-4o-mini,extract,Direct funding for R&D related to plastics.
UK,2018,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Strength in Places Fund,Strength in Places Fund,120000.0,thousand,GBP,direct_rd,include,1.0,2018_UK.pdf,68,gpt-4o-mini,extract,
UK,2018,line_item,UKRI,UK Research and Innovation,UK Research and Innovation,,£10 million from UK Research and Innovation to establish an innovation fund for the fishing industry,£10 million from UK Research and Innovation to establish an innovation fund for the fishing industry,10000.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,68,gpt-4o-mini,extract,
UK,2018,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,£20 million to support measures to tackle plastics and boost recycling,£20 million to support measures to tackle plastics and boost recycling,20000.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,68,gpt-4o-mini,extract,
UK,2018,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,science and innovation,science and innovation,1600.0,thousand,GBP,direct_rd,include,1.0,2018_UK.pdf,7,gpt-4o-mini,extract,"Includes investment in Artificial Intelligence, quantum computing, future manufacturing, and nuclear fusion."
UK,2018,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,"science and innovation including investment in Artificial Intelligence (AI), quantum computing, future manufacturing, and nuclear fusion","science and innovation including investment in Artificial Intelligence (AI), quantum computing, future manufacturing, and nuclear fusion",1600.0,thousand,GBP,direct_rd,review,1.0,2018_UK.pdf,7,gpt-4o-mini,extract,
UK,2018,line_item,Strength in Places Fund,Strength in Places Fund,Strength in Places Fund,,Funding for the Strength in Places Fund to support areas of R&D excellence across the UK.,Funding for the Strength in Places Fund to support areas of R&D excellence across the UK.,120000.0,thousand,GBP,direct_rd,review,0.9,2018_UK.pdf,70,gpt-4o-mini,extract,Supports R&D excellence in various regions.
UK,2018,line_item,UKRI,UK Research and Innovation,UK Research and Innovation,,Innovation fund for the fishing industry,Innovation fund for the fishing industry,10000.0,thousand,GBP,innovation_instruments,include,0.9,2018_UK.pdf,73,gpt-4o-mini,extract,Specific funding for innovation in the fishing industry.
UK,2018,line_item,UKRI,UK Research and Innovation,UK Research and Innovation,,Investment from UK Research and Innovation to establish an innovation fund to help transform the fishing industry.,Investment from UK Research and Innovation to establish an innovation fund to help transform the fishing industry.,10000.0,thousand,GBP,innovation_instruments,review,0.9,2018_UK.pdf,73,gpt-4o-mini,extract,Direct funding for innovation in the fishing sector.
UK,2020,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Dedicated £200 million investment programme for life sciences,Dedicated £200 million investment programme for life sciences,200000.0,thousand,GBP,innovation_instruments,review,0.8,2020_UK.pdf,10,gpt-4o-mini,extract,Expected to enable £600 million of investment.
UK,2020,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Investment in research and development (R&D),Investment in research and development (R&D),22000.0,thousand,GBP,direct_rd,review,1.0,2020_UK.pdf,10,gpt-4o-mini,extract,This is the planned investment in R&D by 2024-25.
UK,2020,line_item,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Investment in research and development (R&D),Investment in research and development (R&D),22000.0,thousand,GBP,direct_rd,review,0.9,2020_UK.pdf,10,gpt-4o-mini,extract,Investment to increase public R&D investment to £22 billion per year by 2024-25.
UK,2020,section_total,BIS,"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",,Total departmental spending (Total DEL),Total departmental spending (Total DEL),449000.0,thousand,GBP,science_agency,review,0.5,2020_UK.pdf,33,gpt-4o-mini,extract,"Total includes non-R&D components. | Amount 4.490e+11 GBP out of plausible range [1e+04, 1e+11]"
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for diagnostic testing,Funding for diagnostic testing,10000.0,thousand,GBP,unclear,review,0.2,2020_UK.pdf,41,gpt-4o-mini,extract,Funding to support NHS diagnostic testing
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for research and development,Funding for research and development,30000.0,thousand,GBP,direct_rd,review,0.9,2020_UK.pdf,41,gpt-4o-mini,extract,Funding for rapid research into COVID-19
UK,2020,program_total,UKRI,UK Research and Innovation,UK Research and Innovation,,Public R&D investment,Public R&D investment,22000.0,thousand,GBP,science_agency,include,0.9,2020_UK.pdf,56,gpt-4o-mini,extract,Target for public R&D investment by 2024-25
UK,2020,section_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,"Total budget for the Department for Business, Energy and Industrial Strategy","Total budget for the Department for Business, Energy and Industrial Strategy",,billion,GBP,science_agency,review,0.4,2020_UK.pdf,60-70,gpt-4o-mini,extract,Total budget not specified in detail. | no_amount
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,"Funding boost for world-leading research, infrastructure and equipment","Funding boost for world-leading research, infrastructure and equipment",400000.0,thousand,GBP,research_infrastructure,review,1.0,2020_UK.pdf,62,gpt-4o-mini,extract,Immediate funding boost for research in 2020-21.
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for experimental research,Funding for experimental research,300000.0,thousand,GBP,direct_rd,review,1.0,2020_UK.pdf,62,gpt-4o-mini,extract,Funding for experimental research activities.
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Funding for a new state-of-the-art storage and research facility for the Natural History Museum,Funding for a new state-of-the-art storage and research facility for the Natural History Museum,180000.0,thousand,GBP,research_infrastructure,review,1.0,2020_UK.pdf,63,gpt-4o-mini,extract,Funding over 6 years
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Increase funding for the UK’s foremost specialist institutions,Increase funding for the UK’s foremost specialist institutions,80000.0,thousand,GBP,higher_education,include,1.0,2020_UK.pdf,63,gpt-4o-mini,extract,
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Investment for the National Institute for Health Research,Investment for the National Institute for Health Research,12000.0,thousand,GBP,direct_rd,review,1.0,2020_UK.pdf,63,gpt-4o-mini,extract,
UK,2020,program_total,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Investment in a new blue-skies funding agency,Investment in a new blue-skies funding agency,800000.0,thousand,GBP,direct_rd,review,1.0,2020_UK.pdf,63,gpt-4o-mini,extract,
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Investment in the animal health science facility at Weybridge,Investment in the animal health science facility at Weybridge,1400.0,thousand,GBP,research_infrastructure,review,1.0,2020_UK.pdf,63,gpt-4o-mini,extract,Investment over 10 years
UK,2020,line_item,BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",,Investment in high-potential technologies,Investment in high-potential technologies,900000.0,thousand,GBP,direct_rd,review,1.0,2020_UK.pdf,64,gpt-4o-mini,extract,
