reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end,tax_score,score_band,filter_decision
ITA_2013_001,ITA,Italy,2013,2014.0,2012.0,explicit,high,2012.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,public,unknown,growth_supporting,"The balanced-budget rule and fiscal council are expected to enhance fiscal discipline, which can lead to a more stable economic environment conducive to investment and growth.",high,Fiscal Sustainability Initiative,Balanced-Budget Rule and Fiscal Council,False,implemented,The balanced-budget rule and fiscal council were established as planned.,high,True,3,"This reform represents a significant structural change in Italy's fiscal policy framework, aimed at ensuring long-term fiscal sustainability and improving economic stability.",high,"The Italian government introduced a constitutional amendment and secondary legislation to establish a balanced-budget rule and a fiscal council, aimed at improving long-term fiscal sustainability.","A constitutional amendment approved in April 2012 and secondary legislation approved in December 2012 provide for a balanced-budget rule, to come into effect in 2014, and a fiscal council.",24.0,24.0,0.0,drop,drop_rule_based
ITA_2017_009,ITA,Italy,2017,2015.0,2015.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"By improving the quality of education and aligning skills with labor market needs, the reform is expected to enhance employability and productivity in the long term.",high,Good School Reform,,False,implemented,The reform was passed and is currently in effect.,high,True,3,"This reform represents a structural change in the education system, aiming to significantly improve educational outcomes and align them with labor market demands, which is crucial for long-term economic growth.",high,"The Italian government approved a comprehensive education reform called 'La buona scuola' in July 2015, which aims to enhance school autonomy, improve teacher recruitment, and introduce performance-based salary components for teachers.",The Italian government approved a comprehensive education reform – 'La buona scuola' – on July 2015.,141.0,141.0,0.0,drop,drop_rule_based
ITA_2019_002,ITA,Italy,2019,2016.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,public,applied,growth_supporting,"Enhancing digital platforms for public administration is expected to improve efficiency and accessibility, fostering innovation in public services.",high,Digital Transformation Initiatives,Digital Transformation Team,False,implemented,The Digital Transformation Team has been operational since its establishment.,high,False,1,The establishment of the Digital Transformation Team is a significant step but does not represent a major overhaul of the innovation system.,medium,"Italy's Digital Transformation Team was established to accelerate the implementation of the government's digital agenda, focusing on developing digital platforms for public administration interactions.",Italy’s Digital Transformation Team is an agency created in 2016 on a temporary basis to accelerate the implementation of the government’s digital agenda.,49.0,49.0,-2.0,drop,drop_rule_based
ITA_2021_008,ITA,Italy,2021,2020.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"By correcting the debt bias, ACE encourages firms to invest more in equity, potentially leading to increased capital for innovation.",high,Corporate Equity Reform,ACE Reintroduction,False,implemented,The ACE was reintroduced in 2020 given the difficulties in implementing the replacement regime.,high,False,2,"The reintroduction of ACE is a significant policy change aimed at improving the investment climate for firms, particularly in the context of equity financing.",medium,"The Allowance for Corporate Equity (ACE) was reintroduced in 2020 to reduce the tax bias favoring debt over equity, aiming to increase investment by providing tax deductions based on a company’s equity.",The ACE was reintroduced in 2020 given the difficulties in implementing the replacement regime.,,,0.0,drop,drop_rule_based
ITA_2021_004,ITA,Italy,2021,2021.0,2021.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"The substantial public investment is expected to enhance productivity and stimulate private sector investment, leading to higher economic growth.",high,National Recovery and Resilience Plan,,False,implemented,The plan outlines specific spending priorities and has begun implementation.,high,True,3,"This reform represents a comprehensive and ambitious approach to revitalizing the economy through targeted investments and structural changes, addressing long-standing issues in productivity and growth.",high,"The National Recovery and Resilience Plan includes a significant investment of EUR 235 billion aimed at boosting Italy's growth through structural reforms and public investment, with a focus on green and digital technologies.",The National Recovery and Resilience Plan outlines structural reforms and spending plans of EUR 235 billion to raise Italy’s growth.,35.0,35.0,-1.0,drop,drop_rule_based
ITA_2021_010,ITA,Italy,2021,2021.0,,,,,,,,explicit,high,innovation,human_capital,,,public,basic,growth_supporting,"Improving education quality and access to STEM training enhances the skill set of the workforce, which is crucial for innovation and economic growth.",high,National Recovery and Resilience Plan,STEM Education Enhancement,True,implemented,The plan includes specific allocations for enhancing school resources and teacher training.,high,False,2,"This reform represents a significant investment in human capital, particularly in STEM education, which is essential for fostering innovation in the economy.",medium,"The National Recovery and Resilience Plan allocates additional resources for schools, focusing on modernizing infrastructure and supporting the training and motivation of teachers, particularly in STEM fields.","The National Recovery and Resilience Plan allocates additional resources for schools. Efforts should focus on modernizing infrastructure, as well as supporting the training and motivation of teachers.",54.0,54.0,0.0,drop,drop_rule_based
ITA_2021_012,ITA,Italy,2021,2021.0,,,,,,,,explicit,high,innovation,human_capital,,,public,unknown,growth_supporting,"By enhancing the skills and capacity of public officials, the reform is expected to improve public service delivery and overall governance, which can foster economic growth.",high,National Recovery and Resilience Plan,Public Administration Modernisation,True,implemented,The NRRP includes measures to hire new public officials and reform recruitment processes.,high,True,3,"This reform represents a significant structural change in the public sector aimed at improving its effectiveness, which is crucial for Italy's economic recovery and growth.",high,Italy's National Recovery and Resilience Plan (NRRP) aims to modernise the public administration by financing the hiring of thousands of new public officials and reforming candidate selection to attract individuals with exceptional skills.,The NRRP finances the hiring of thousands of new public officials to fill capacity gaps across the public administration.,,,0.0,drop,drop_rule_based
ITA_2021_013,ITA,Italy,2021,2021.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,public,unknown,growth_supporting,"Simplifying regulations can enhance the efficiency of public administration, reduce bureaucratic burdens, and promote a more conducive environment for economic activities.",high,National Recovery and Resilience Plan,Administrative Simplification,True,implemented,The NRRP focuses on improving the effectiveness of regulations at preventing fraud or corruption.,high,True,3,"This reform is a major initiative to overhaul public administration processes, which is essential for improving governance and economic performance.",high,"The NRRP includes reforms to simplify public administrative laws and regulations, aiming to improve the effectiveness of regulations and streamline processes across all levels of government.","Reforms to public administrative law and regulation, public procurement, and competition are the focus of the NRRP.",83.0,83.0,0.0,drop,drop_rule_based
ITA_2024_001,ITA,Italy,2024,2021.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,The investment in renewable energy and energy efficiency is expected to enhance productivity and support sustainable economic growth.,high,National Recovery and Resilience Plan,Public Investment in Energy and Climate,True,implemented,The NRRP has been actively implemented since 2021.,high,True,3,The NRRP represents a significant structural change in public investment strategy.,high,"The National Recovery and Resilience Plan (NRRP) aims to address structural weaknesses in the Italian economy by providing financial support for public investment, particularly in digital and green transitions, with around 85 billion EUR allocated for the energy and climate transition, focusing on investments in renewable energy, hydrogen development, and energy efficiency improvements in buildings.","Italy’s National Recovery and Resilience Plan (NRRP) features public expenditure worth around 85 billion EUR, or almost 5% of annual GDP, for the energy and climate transition.",80.0,80.0,-1.0,drop,drop_rule_based
ITA_2024_003,ITA,Italy,2024,2022.0,,,,2022.0,explicit,high,,explicit,high,innovation,other,,,public_private,unknown,growth_supporting,Enhancing competition is likely to lead to increased efficiency and innovation in the services sector.,medium,Competition Reform,,False,implemented,The reform has been actively implemented since 2022.,high,True,3,The reform represents a significant change in how public goods are allocated.,high,"The competition reform legislated in 2022 aims to reduce entry barriers in services by mandating competitive auctions for public goods, which is expected to enhance competition and productivity in the services sector.",The competition reform legislated in 2022 goes some way towards reducing entry barriers in services.,54.0,54.0,0.0,drop,drop_rule_based
ITA_2024_002,ITA,Italy,2024,2023.0,,,,2022.0,explicit,high,,explicit,high,innovation,other,,,public,unknown,growth_supporting,Improving judicial efficiency is likely to enhance the business environment and attract investment.,medium,Civil Justice Reform,,False,implemented,The reform has been actively implemented since 2023.,high,True,3,The reform represents a significant overhaul of the judicial system.,high,"The ongoing civil justice reform aims to enhance the efficiency of the judicial system through digitalisation, streamlined procedures, and improved performance incentives for judges, which is expected to support investment and productivity growth.",The ongoing civil justice reform constitutes a major step towards a more efficient judicial system.,51.0,51.0,-2.0,drop,drop_rule_based
ITA_2024_006,ITA,Italy,2024,2023.0,2023.0,explicit,high,,,,,inferred,low,innovation,innovation_instruments,,,public_private,adoption,growth_supporting,"Simplifying permitting processes is expected to accelerate renewable energy projects and enhance workforce skills, supporting economic growth.",medium,National Recovery and Resilience Plan,REPowerEU Chapter,True,announced,The proposal has been announced but not yet implemented.,medium,False,2,The restructuring of the NRRP is significant but does not represent a complete overhaul.,medium,"The Italian government proposed to restructure its NRRP to include a new REPowerEU Chapter, focusing on simplifying renewable energy permitting and enhancing green skills in the workforce.",The European Commission recently endorsed a proposal by the Italian government to restructure its NRRP and equip it with a new REPowerEU Chapter.,80.0,80.0,0.0,drop,drop_rule_based
ITA_2024_005,ITA,Italy,2024,2024.0,2023.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public,adoption,growth_supporting,Aligning taxes with emissions content is expected to incentivize cleaner technologies and reduce environmental impact.,high,Tax Reform for Emissions,,False,implemented,The tax reform has been approved and is set to be implemented in 2024.,high,True,3,The reform represents a significant change in the taxation system related to environmental policy.,high,"Italy has approved a tax reform aimed at aligning fossil fuel excise taxes more closely with fossil fuel emissions content, which includes raising excises where they are low compared to emissions content. This reform is intended to reduce emissions and improve the efficiency of carbon pricing.",The government recently approved a tax reform to be carried out within the next two years.,85.0,85.0,0.0,drop,drop_rule_based
ITA_2024_007,ITA,Italy,2024,2024.0,2023.0,explicit,high,,,,,explicit,high,innovation,research_infrastructure,,,public_private,adoption,growth_supporting,"Streamlining permitting processes is expected to facilitate faster deployment of renewable energy projects, contributing to economic growth.",medium,Renewable Energy Permitting Reform,Suitable Areas Reform,False,implemented,The reform has been actively implemented since 2024.,high,False,2,The reform is significant but does not represent a complete overhaul of the permitting system.,medium,The suitable areas reform aims to streamline the permitting process for renewable energy projects by allowing smaller projects in designated suitable areas to be authorized with lighter procedures. This reform is expected to accelerate the deployment of renewable energy capacity in Italy.,The suitable areas reform establishes that renewable power plants with capacity below 10 MW to be built in suitable areas can be authorised with the tacit consent principle.,,,0.0,drop,drop_rule_based
ITA_1995_003,ITA,Italy,1995,,,,,,,,,,,innovation,startup_ecosystem,,,private,commercialization,growth_hindering,"The absence of specialized venture capital institutions limits the capacity of SMEs to innovate, which can negatively impact overall economic growth.",high,Venture Capital Financing,,False,implemented,The issue has been recognized and is currently affecting the innovation landscape.,high,False,2,Addressing the venture capital gap is significant for fostering innovation but does not represent a comprehensive reform.,medium,The lack of institutions specialized in the financing of venture capital has hindered the ability of small- and medium-sized firms to innovate and start new lines of business.,The lack of institutions specialized in the financing of venture capital may have affected the ability of small- and medium-sized firms to start up new lines of business.,,,0.0,drop,drop_rule_based
ITA_2017_008,ITA,Italy,2017,,2017.0,explicit,high,,,,,,,innovation,human_capital,,,public_private,unknown,growth_supporting,Attracting skilled researchers back to Italy can enhance the country's innovation capacity and contribute to economic growth.,high,Talent Repatriation Initiative,,False,implemented,Tax incentives on the repatriation of researchers have been made permanent.,high,False,2,The permanent nature of these incentives represents a significant commitment to enhancing human capital in Italy.,medium,"The Italian government has made permanent tax incentives for the repatriation of researchers, aimed at attracting talent back to Italy.",Tax incentives on the repatriation of researchers have been made permanent.,,,-2.0,drop,drop_rule_based
ITA_2017_020,ITA,Italy,2017,,,,,,,,,,,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"By facilitating access to capital for SMEs, the minibond initiative is expected to enhance their financial stability and capacity for innovation.",high,Finance for Growth and Industry 4.0,Minibond Initiative,False,implemented,Tax advantages and streamlined procedures have been introduced for minibonds.,high,False,2,"This initiative represents a significant step towards improving SME access to finance, which is crucial for fostering innovation and growth.",medium,"The Italian government has introduced tax advantages and streamlined procedures for unlisted SMEs to issue minibonds, aiming to improve access to capital markets for small and medium enterprises.",Tax advantages and streamlined procedures to issue bonds by unlisted SMEs (minibonds) have been introduced.,111.0,111.0,0.0,drop,drop_rule_based
ITA_2021_009,ITA,Italy,2021,,2021.0,explicit,high,,,,,,,innovation,other,,,public,unknown,growth_supporting,"The productivity board aims to enhance policy coherence and effectiveness, which can lead to improved productivity and economic growth.",high,National Productivity Initiative,Productivity Board Establishment,False,announced,Italy has committed to establishing a productivity board.,high,False,2,"The establishment of a productivity board represents a significant step towards enhancing productivity governance, which is crucial for long-term economic performance.",medium,"Italy has committed to establishing a productivity board to provide advice on productivity-related matters, promote public understanding of reforms, and engage with stakeholders.",Italy has committed to establishing a productivity board to provide advice to the government on matters related to productivity.,56.0,56.0,0.0,drop,drop_rule_based
ITA_2021_014,ITA,Italy,2021,,2021.0,explicit,high,,,,,,,innovation,human_capital,,,public,applied,growth_supporting,"By addressing skill gaps and rejuvenating the workforce, this initiative is expected to enhance public service delivery and support economic recovery.",high,National Recovery and Resilience Plan,Public Sector Recruitment Initiative,False,announced,The plan outlines recruitment campaigns targeting needed skills.,high,True,3,"This reform addresses critical skill shortages in the public sector, which is essential for effective governance and service delivery, making it a significant structural change.",high,"The National Recovery and Resilience Plan includes measures to recruit thousands of public servants to fill skill gaps across various public functions, particularly in digital technologies, to rejuvenate the ageing workforce.",The National Recovery and Resilience Plan provides for the recruitment of thousands of public servants to fill skill gaps across different public functions.,101.0,101.0,0.0,drop,drop_rule_based
JPN_1996_007,JPN,Japan,1996,1995.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"By facilitating stock options, the reform aims to align employee interests with company performance, potentially enhancing innovation and growth in start-ups.",high,1995 Stock Option Initiative,,False,implemented,The government introduced a new stock option system in 1995.,high,False,2,"This reform represents a significant step towards enhancing the startup ecosystem by providing a mechanism for incentivizing employees, although it is limited to a select group of companies.",medium,"The Japanese government introduced a new stock option system in 1995, aimed at liberalizing the use of stock options for companies, particularly benefiting start-ups approved by MITI.","The government introduced a new stock option system in 1995, but it is applicable only to companies approved by MITI.",,,0.0,drop,drop_rule_based
JPN_1998_006,JPN,Japan,1998,1999.0,1998.0,explicit,high,,,,,explicit,high,innovation,other,,,private,unknown,growth_supporting,"By streamlining bankruptcy procedures, the reform aims to reduce exit costs for failing firms, thereby enabling more efficient resource allocation and encouraging new market entries.",high,Bankruptcy System Reform,,False,announced,The Ministry of Justice has just announced that it will present revisions to the Composition Law in 1999.,high,False,2,"This reform addresses significant inefficiencies in the bankruptcy system, which can enhance the overall business environment and support economic recovery.",medium,"The Ministry of Justice announced plans to revise the Composition Law to allow firms to seek settlements with creditors before submitting a rehabilitation plan, facilitating smoother bankruptcy processes.",The Ministry of Justice has just announced that it will present revisions to the Composition Law in 1999.,143.0,143.0,0.0,drop,drop_rule_based
JPN_1998_005,JPN,Japan,1998,2000.0,1998.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public_private,unknown,growth_supporting,"By reducing barriers to entry for new retail chains, the reform is expected to enhance competition and consumer choice, potentially leading to increased economic activity.",high,Large Scale Retail Store Law Reform,,False,announced,A new law will be implemented by June 2000.,high,True,3,"This reform represents a significant shift in retail policy, aimed at fostering competition and innovation in the retail sector, which is crucial for economic dynamism.",high,"The government announced a new law to eliminate the use of supply/demand adjustment mechanisms for large retail stores, requiring local governments to apply transparent criteria for store approvals.",A new law will be implemented by June 2000; it will eliminate the use of supply/demand adjustment mechanisms and will require local governments to apply transparent criteria.,,,0.0,drop,drop_rule_based
JPN_2008_005,JPN,Japan,2008,2000.0,,,,2000.0,explicit,high,,explicit,high,innovation,startup_ecosystem,,,public_private,adoption,growth_supporting,"This reform is expected to enhance the startup ecosystem by allowing more flexibility in retail operations, thus fostering innovation and competition.",high,Retail Regulatory Reform,Large-scale Retail Store Law Replacement,True,implemented,The new law has been successfully implemented and is in effect.,high,True,3,The replacement of the law represents a significant change in the regulatory framework affecting retail and startups.,high,"Japan replaced the Large-scale Retail Store Law with the Large-scale Retail Store Location Law, shifting regulatory responsibility to local governments and eliminating the objective of balancing supply and demand.","The Large-scale Retail Store Law was replaced in 2000 by the 'Large-scale Retail Store Location Law', which is aimed at protecting the local living environment.",22.0,22.0,0.0,drop,drop_rule_based
JPN_2001_004,JPN,Japan,2001,2001.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,Creating competitive venture security markets is expected to stimulate investment in start-ups and foster innovation.,medium,Venture Market Development,Competing Venture Security Markets,False,implemented,The venture security markets were established and are currently operational.,high,False,2,"While significant for the venture ecosystem, the establishment of markets is an incremental change rather than a structural reform.",medium,The establishment of three competing venture security markets in 2001 aims to encourage more start-ups and venture business operations.,Three competing venture security markets now in full operation.,83.0,83.0,0.0,drop,drop_rule_based
JPN_2002_001,JPN,Japan,2002,2003.0,,,,,,,,explicit,high,innovation,research_infrastructure,,,public_private,adoption,growth_supporting,"Improving telecommunications infrastructure is expected to enhance connectivity and support economic activities, thereby fostering innovation and productivity.",high,Network Infrastructure Reform,Telecommunications and Broadband Initiative,True,announced,The reforms have been proposed and are in the announcement phase.,high,False,2,"While significant, the reforms focus on regulatory adjustments and infrastructure improvements rather than a complete overhaul of the system.",medium,"The Japanese government proposed public investment in network infrastructure to enhance telecommunications coverage in underserved regions, supporting private sector activities. Additionally, a national broadband initiative was announced to promote the deployment of high-speed and ultra-high-speed Internet infrastructure to enhance ICT use across the country. Special structural reform zones are to be established to identify and ease key regulations that hinder development, allowing local authorities to take initiative in regulatory reform.",The government believes that ICT use will be a major force driving future growth and socio-economic developments and to this end has announced a national broadband initiative.,152.0,152.0,-3.0,drop,drop_rule_based
JPN_2003_002,JPN,Japan,2003,2004.0,2003.0,explicit,high,2003.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,public_private,adoption,growth_supporting,"By improving the investment environment and stimulating competition, the reform is expected to attract more foreign investment and enhance economic growth.",high,FDI Enhancement Strategy,Gas Utility Law Amendment,True,legislated,The amendment to the Gas Utility Law has been legislated to facilitate third-party access.,high,True,3,The reform represents a major policy shift aimed at significantly increasing foreign investment in Japan.,high,"The Japanese government has set an objective of doubling the stock of foreign direct investment (FDI) in Japan over a five-year period, drawing up an action plan with 74 items to improve the investment environment. This includes amending the Gas Utility Law to introduce regulated third-party access to gas pipelines and negotiate access to LNG terminals, aiming to stimulate competition and investment in the gas market.","The amended Gas Utility Law will enter into force in April 2004, introducing regulated third party access to gas pipelines.",133.0,133.0,0.0,drop,drop_rule_based
JPN_2006_014,JPN,Japan,2006,2006.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"Encourages private investment in startups, which can lead to increased innovation and economic growth.",high,2006 Startup Investment Initiative,Angel Tax System,False,implemented,The tax system was introduced to incentivize investments in venture companies.,high,False,2,"The reform significantly enhances the investment landscape for startups, promoting innovation and entrepreneurship.",medium,"The 'Angel Tax System' provides a 50% tax cut for capital gains from the sales of venture companies’ shares by individual investors under certain circumstances, aimed at encouraging investment in startups.",The 'Angel Tax System' provides a 50% tax cut for capital gains from the sales of venture companies’ shares by individual investors under certain circumstances.,,,-2.0,drop,drop_rule_based
JPN_2006_017,JPN,Japan,2006,2006.0,2006.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"By attracting outstanding talent and improving the education system, the strategy aims to enhance the skills of the workforce, which is essential for innovation and productivity growth.",high,Japan's Globalisation Strategy,,False,implemented,The strategy was published and outlined various proposals for implementation.,high,True,3,"The strategy represents a comprehensive approach to enhancing Japan's competitiveness through systemic reforms in human capital and education, which are critical for long-term economic growth.",high,"In May 2006, the Council on Economic and Fiscal Policy published a 'Globalisation Strategy' aimed at enhancing Japan's international competitiveness through various reforms, including improvements in human resources and the education system.","In May 2006, the Council on Economic and Fiscal Policy (CEFP) published a 'Globalisation Strategy' that aims at enhancing Japan’s international competitiveness.",,,0.0,drop,drop_rule_based
JPN_2011_008,JPN,Japan,2011,2007.0,,,,2007.0,explicit,high,,explicit,high,innovation,human_capital,,,public,unknown,growth_supporting,"By promoting equal treatment of part-time workers, the reform aims to enhance job security and improve overall workforce productivity.",high,Labour Market Reforms,Part-time Workers Law Revision,False,implemented,The 2007 revision of the Part-time Workers Law encourages balanced treatment of part-time workers.,high,False,2,"The revision represents a significant step towards improving the treatment of part-time workers, which is crucial for addressing labor market inequalities.",medium,"The government has introduced a number of policies to prevent discrimination against non-regular workers, including the 2007 revision of the Part-time Workers Law, which encourages balanced treatment of part-time workers relative to regular workers.",The 2007 revision of the Part-time Workers Law encourages 'balanced treatment' of part-time workers relative to regular workers.,,,0.0,drop,drop_rule_based
JPN_2011_009,JPN,Japan,2011,2010.0,,,,2010.0,explicit,high,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Enhancing childcare support is expected to increase female labor force participation, thereby contributing to economic growth.",high,New Growth Strategy,Childcare and Family Care Leave Law Revision,False,implemented,The law was revised and took effect in 2010.,high,False,2,"The revision of the childcare leave law represents a significant step towards improving work-life balance and supporting female employment, which is crucial for addressing demographic challenges.",medium,"The government revised the Childcare and Family Care Leave Law in 2010, expanding childcare leave from 12 to 14 months if both parents take leave, and established additional leave for family care.",The revision of the Childcare and Family Care Leave Law that took effect in 2010 expanded childcare leave from 12 to 14 months if both parents take leave.,,,0.0,drop,drop_rule_based
JPN_2011_010,JPN,Japan,2011,2011.0,,,,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"By targeting NEETs for employment, the initiative aims to enhance the labor force and reduce unemployment, contributing positively to economic growth.",high,New Growth Strategy,NEET Employment Initiative,False,announced,The New Growth Strategy set an objective to place NEETs in jobs between FY2011 and FY2020.,high,False,2,"This initiative addresses a critical issue of youth unemployment and aims to integrate NEETs into the labor market, which is significant for long-term economic stability.",medium,"The New Growth Strategy aims to place 100,000 NEETs in jobs between FY2011 and FY2020 using 'Local Youth Support Stations'.","The New Growth Strategy aims to place 100,000 NEETs in jobs between FY2011 and FY2020 using 'Local Youth Support Stations'.",71.0,71.0,0.0,drop,drop_rule_based
JPN_2011_011,JPN,Japan,2011,2011.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,adoption,growth_supporting,"The reduction in corporate tax is expected to incentivize firms to invest more, thereby enhancing productivity and economic growth.",high,FY2011 Tax Reform,Corporate Tax Rate Reduction,False,implemented,The corporate tax rate was officially reduced as part of the FY2011 tax reform.,high,True,3,"This reform represents a structural change in the tax system, aimed at enhancing the competitiveness of Japanese firms and stimulating economic activity.",high,"The FY2011 tax reform included a significant reduction in the corporate tax rate from 40% to 35%, the first cut in 12 years, aimed at boosting domestic investment and employment.",The corporate income tax rate is to be reduced from 40% to 35% in FY2011.,54.0,55.0,0.0,drop,drop_rule_based
JPN_2011_015,JPN,Japan,2011,2011.0,2011.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public,unknown,growth_supporting,"By increasing the cost of fossil fuels, the tax incentivizes the development and adoption of cleaner technologies, promoting innovation in the energy sector.",high,Carbon Tax Implementation Plan,,False,announced,The government announced a plan to raise the tax rate on fossil fuel products.,high,False,2,The planned increase in the carbon tax represents a significant shift in fiscal policy aimed at promoting environmental sustainability and innovation in energy technologies.,medium,"The government announced a plan to raise the tax rate on fossil fuel products, including oil and coal, in October 2011 as part of its strategy to implement a carbon tax.","The government announced a plan to raise the tax rate on fossil fuel products, including oil and coal, in October 2011.",79.0,79.0,0.0,drop,drop_rule_based
JPN_2013_003,JPN,Japan,2013,2012.0,2012.0,explicit,high,,,,,explicit,high,innovation,sectoral_rd,,,public_private,applied,growth_supporting,"The FIT programme is designed to stimulate investment in renewable energy, which can enhance energy security and contribute to economic growth.",high,Renewable Energy Development,Feed-in-Tariff Programme,True,implemented,The FIT programme has been successfully launched and is in operation.,high,True,3,The FIT programme represents a major structural change in Japan's energy policy aimed at promoting renewable energy.,high,"Japan launched a feed-in-tariff (FIT) programme in 2012, obligating general electric utilities to purchase electricity from renewable energy producers at a fixed long-term price, thereby promoting the development of renewable energy sources.","In 2012, Japan launched a feed-in-tariff (FIT) programme, which obliges the general electric utilities to purchase electricity from almost all renewable energy producers to promote renewable energy.",101.0,101.0,0.0,drop,drop_rule_based
JPN_2011_004,JPN,Japan,2011,2013.0,2011.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,adoption,growth_supporting,"By increasing the number of ECEC centres, the reform aims to meet unmet demand for childcare, thereby supporting working parents and enhancing early childhood education.",high,New Growth Strategy,Expansion of ECEC Centres,False,announced,The government plans to increase the number of ECEC centres to 2000 by March 2013.,high,False,2,"This reform addresses a significant gap in early childhood education and care, aiming to improve access and quality, which is crucial for child development and parental support.",medium,"The government plans to increase the number of 'Centres for ECEC' to 2000 by March 2013 by expanding financial support and simplifying administrative procedures, aiming to improve cooperation between childcare and kindergarten services.",The government plans to increase the number of ECEC centres to 2000 by March 2013 by expanding financial support and unifying and simplifying administrative procedures.,,,0.0,drop,drop_rule_based
JPN_2015_008,JPN,Japan,2015,2013.0,2013.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public,unknown,growth_supporting,"These initiatives are designed to enhance Japan's business environment, potentially leading to increased innovation and productivity.",high,National Strategic Special Zones Initiative,Industrial Competitiveness Council,True,implemented,The government launched two new initiatives in 2013.,high,True,3,"These initiatives represent a structural change in Japan's approach to economic and industrial policy, aiming to enhance competitiveness and innovation.",high,"The government launched two new initiatives in 2013: the National Strategic Special Zones and the Industrial Competitiveness Council, aimed at reviewing economic and industrial policies, including regulatory reform.",The government also launched two new initiatives in 2013: the National Strategic Special Zones and the Industrial Competitiveness Council.,74.0,74.0,0.0,drop,drop_rule_based
JPN_2015_018,JPN,Japan,2015,2013.0,,,,2013.0,explicit,high,,explicit,high,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"The act is designed to stimulate investment and innovation, which can lead to increased productivity and economic growth.",high,2013 Industrial Competitiveness Enhancement Act,,False,implemented,The act has been enacted and is in force.,high,True,3,This act represents a significant structural change aimed at enhancing Japan's industrial competitiveness and fostering innovation across various sectors.,high,"The 2013 Industrial Competitiveness Enhancement Act aims to enhance Japan's economic growth by implementing regulatory reforms, encouraging investment in venture businesses, and promoting business restructuring through financial support.","The three major components of the Act include: Accelerated regulatory reform, the renovation of industries, and encouraging investment in venture businesses.",,,0.0,drop,drop_rule_based
JPN_2017_009,JPN,Japan,2017,2013.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,private,adoption,growth_supporting,"Facilitating the exit of non-viable firms allows for better resource allocation, which can lead to increased productivity and firm entry.",high,Japan Revitalization Strategy,Firm Exit and Entry Policy,False,implemented,The strategy was set with specific targets for firm exit and entry rates.,high,True,3,This reform represents a significant structural change aimed at improving productivity and resource allocation in the economy.,high,"Japan has launched the Japan Revitalization Strategy, which aims to raise firm exit and entry rates to enhance productivity by ensuring that non-viable firms do not hinder the growth of more productive firms.",The 2013 Japan Revitalization Strategy set a target of raising firm exit and entry rates from 4-5% to 10%.,85.0,85.0,0.0,drop,drop_rule_based
JPN_2017_010,JPN,Japan,2017,2014.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,commercialization,growth_supporting,"Facilitates smoother firm exit and restructuring, thereby promoting entrepreneurship and the entry of new firms, which can enhance productivity.",high,2016 Revitalization Strategy,Personal Guarantees Guidelines,True,implemented,The Guidelines were introduced and have been in use since 2014.,high,False,2,"The Guidelines represent a significant step towards improving the insolvency process for SMEs, which is crucial for fostering a more dynamic entrepreneurial environment.",medium,"The Guidelines for Personal Guarantees Provided by Business Owners were introduced to provide a common set of voluntary standards for self-regulation by SME groups and financial institution associations regarding guarantees by SME owners, aiming to expedite out-of-court settlements for debt resolution.",The Guidelines expedite out-of-court settlements for debt resolution within a framework of institutionalised procedures.,91.0,91.0,0.0,drop,drop_rule_based
