reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end,tax_score,score_band,filter_decision,llm_decision,llm_rationale,activity_lens,defence_scope,source_page_recovered,source_quote_verified,source_match_score
HUN_2024_001,HUN,Hungary,2024,,2024.0,explicit,high,,,,,,,innovation,other,,,public,basic,growth_supporting,"Strengthening the NCC is expected to enhance productivity and competitiveness, which supports economic growth.",high,NCC Strengthening,Strengthening NCC,False,announced,The reform has been officially announced but not yet legislated.,high,False,1,This reform is a minor adjustment to existing governance structures.,medium,The Hungarian government plans to strengthen the role of the National Competitiveness Council (NCC) to improve productivity and competitiveness through independent analysis and policy advice.,The role of this institution to analyse productivity developments could be strengthened and made more visible.,75.0,75.0,0.5,borderline,escalate_to_llm,exclude,Strengthening the National Competitiveness Council does not pertain to R&D.,,,75.0,"nges related to productivity and competitiveness. The role of this institution to analyse productivity developments could be strengthened and made more visible, especiall",0.779
HUN_2024_007,HUN,Hungary,2024,2017.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,adoption,growth_supporting,"This scheme encourages investment in renewable energy, supporting sustainable economic growth.",high,Renewable Energy Support,,False,implemented,The scheme has been implemented and is operational.,high,False,2,This reform is significant but builds on existing renewable energy policies.,medium,"Hungary's renewable energy support scheme (METÁR) was established to promote the expansion of renewable energy sources, combining feed-in tariffs and premiums for small and mid-size energy plants, with plans for competitive bidding for larger plants.","The main measure for expanding renewables is the renewable energy support scheme (METÁR) of 2017, which combines feed-in tariffs and feed-in premiums for small and mid-size energy plants.",130.0,130.0,2.0,borderline,escalate_to_llm,exclude,"The renewable energy support scheme promotes the expansion of renewable energy sources, which does not specifically fund energy R&D.",,,130.0,"cs and Bartholy, 2008 ). [93] [94] The main measure for expanding renewables is the renewable energy support scheme (METÁR) of 2017, which combines feed-in tariffs and feed-in premiums for small and mid-size energy plants. Larger plants have to participate in a",0.835
IRL_1962_001,IRL,Ireland,1962,,,,,,,,,,,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"By attracting foreign investment, the reform aims to enhance industrial capacity and export potential, contributing positively to economic growth.",high,Industrial Development Initiative,,False,implemented,The Act was enacted to facilitate external capital investment.,high,True,3,"This Act represents a significant structural change in Ireland's approach to attracting foreign investment, which is crucial for industrial development and export growth.",high,"The Industrial Development (Encouragement of External Investment) Act, 1958, was enacted to encourage and facilitate external capital investment in industrial undertakings in Ireland, aimed at developing exports.","The enactment of the Industrial Development (Encouragement of External Investment) Act, 1958, the object of which is to encourage and facilitate external capital investment in the establishment of industrial undertakings in Ireland aimed at the development of exports.",16.0,16.0,1.5,borderline,escalate_to_llm,exclude,"The primary purpose is to encourage external capital investment, not directly related to R&D funding or innovation instruments.",,,16.0,"development provided by the State, the enactment of the Industrial Development (Encouragement of External Investment) Act, 1958, the object ofwhich is to encourage and facilitate external capital investment in the establishment of in¬ dustrial undertakings in Ireland aimed at the development of exports, and the promotion of a campaign to attract industrial investment from",0.827
IRL_1963_001,IRL,Ireland,1963,,,,,,,,,,,innovation,innovation_instruments,,,private,applied,growth_supporting,"By providing financial support for re-equipment and adaptation, the reform encourages firms to modernize and improve their competitiveness, which can lead to increased productivity and economic growth.",high,Industrial Adaptation and Growth Initiative,Expansion of Industrial Grants,True,implemented,Virtually all the recommendations which involved Government action have already been adopted.,high,False,2,"The expansion of industrial grants represents a significant adjustment to support firms in adapting to changing market conditions, which is crucial for maintaining competitiveness.",medium,"The government has widened the scope of industrial grants to cover a switch from one type of activity to another, which would not otherwise qualify, and introduced loans for re-equipment in the same field of activity.","Thus the scope of industrial grants has been widened so as to cover a switch from one type of activity to another, which would not otherwise qualify.",,,2.0,borderline,escalate_to_llm,exclude,"The reform focuses on widening the scope of industrial grants, which does not specifically target R&D or innovation instruments.",,,17.0,"ment action have already been adopted. Thus the scope ofindustrial grants has been widened so as to cover a switch from one type ofacti¬ vity to another, which would not otherwise qualify. Loans for re- equipm",0.821
IRL_1978_003,IRL,Ireland,1978,,,,,,,,,,,innovation,human_capital,,,public,applied,growth_supporting,"Investing in vocational training enhances workforce skills, which can lead to improved productivity and economic growth.",high,European Social Fund Commitment,,False,implemented,The funding commitment is stated to be implemented.,high,False,2,The funding for vocational training is significant for workforce development but does not represent a major systemic change.,medium,"Ireland is set to receive £9.4 million from the European Social Fund to support vocational training activities, enhancing the skills of the workforce.",It was announced that Ireland is to receive £9.4 million from the European Social Fund following the Commission's approval of the first series of 1977 applications for assistance from the Fund for vocational training activities.,41.0,41.0,1.0,borderline,escalate_to_llm,exclude,"The primary purpose is vocational training activities, which falls under general VET/skills training.",,,41.0,tal allocated to Ireland since the beginning of 1977 to £12 million. 29th July It was announced that Ireland is to receive £9.4 million from the European Social Fund following the Commission's approval of the first series of 1977 applications for assistance from the Fund for vocational training activities. 29th July F,0.834
IRL_1979_002,IRL,Ireland,1979,,,,,,,,,,,innovation,startup_ecosystem,,,public_private,adoption,growth_supporting,"The programme is designed to stimulate job creation, which supports economic growth and innovation.",high,Industrial Development Authority Reforms,Job Creation Programme,True,announced,The programme has been officially announced but is not yet implemented.,high,False,2,"While significant, the job creation programme is a narrower initiative within the broader reforms of the IDA.",medium,"The Industrial Development Authority's industrial promotion programme aims to create 15,000 new jobs annually from 1978 to 1982, with a focus on domestic sources.",The Industrial Development Authority has published details of their industrial promotion programme in coming years in IDA Industrial Plan 1978-1982.,32.0,32.0,2.5,borderline,escalate_to_llm,exclude,The focus is on job creation rather than direct R&D or innovation activities.,,,34.0,rowth path ofatleast5 percentper annum. Recently the Industrial Development Authority published details of their industrial promotion programme in coming years in IDA Industrial Plan 1978-1982. This programme,0.809
IRL_1985_001,IRL,Ireland,1985,,,,,,,,,,,innovation,startup_ecosystem,,,public,commercialization,growth_supporting,Supporting entrepreneurship among the long-term unemployed can lead to job creation and economic growth.,high,Enterprise Support Initiatives,Enterprise Allowance Scheme,True,implemented,The scheme has been put into action to assist the unemployed.,high,False,1,The scheme provides targeted support but does not represent a major overhaul of the innovation system.,medium,"The Government introduced an Enterprise Allowance Scheme to support the long-term unemployed in starting their own businesses, providing financial assistance for one year.","The Government also introduced, in December 1983, an Enterprise Allowance Scheme under which the long-term unemployed were given Ir£50 per week for a period of one year to enable them to start their own businesses.",18.0,18.0,1.0,borderline,escalate_to_llm,exclude,The reform focuses on supporting self-employment rather than R&D or innovation.,,,18.0,"ificduties(i.e.non-valuerelated): for fuller details see the Chronology, AnnexII. The Government also introduced, in December 1983, an Enterprise AllowanceScheme under which the long-term unemployed weregivenIr£50perweek(Ir£30ifsingle)foraperiodofoneyeartoenablethemtostarttheir ownbusinesses.Bythee",0.764
IRL_1987_001,IRL,Ireland,1987,,,,,,,,,,,innovation,startup_ecosystem,,,private,commercialization,growth_supporting,"Encourages entrepreneurship and the creation of new businesses, which can lead to job creation and economic growth.",high,1983 Self-Employment Initiatives,Enterprise Allowance Scheme,False,implemented,"The annual uptake of this Scheme has been over 5,000.",high,False,2,The scheme represents a significant effort to stimulate self-employment and entrepreneurship in response to high unemployment rates.,medium,"The Enterprise Allowance Scheme was introduced to allow individuals receiving unemployment benefits to capitalize twelve months' payments into a lump sum to start a business, promoting self-employment.",The Enterprise Allowance Scheme introduced in 1983 permits those in receipt of unemployment benefits to capitalise twelve months' payments into a lump sum in order to start up a business.,,,1.0,borderline,escalate_to_llm,exclude,The focus is on self-employment support rather than R&D or innovation.,,,,,0.384
IRL_1995_002,IRL,Ireland,1995,,,,,,,,,,,innovation,human_capital,,,public,basic,growth_supporting,"Improving education quality is crucial for developing a skilled workforce, which in turn supports innovation and economic growth.",high,Education Quality Improvement,Primary and Secondary Education Reform,True,announced,The government has announced plans for reforms in education.,high,True,3,The planned reforms represent a significant overhaul of the education system aimed at enhancing learning outcomes.,high,"The government has planned reforms to improve the quality of education at the primary and secondary levels, including the introduction of a new science course and changes to teaching methods to ensure specific learning objectives.",The government has already planned reforms to improve the quality of education at the primary and secondary levels.,114.0,114.0,2.0,borderline,escalate_to_llm,exclude,Improvements in education quality do not directly pertain to R&D.,,,114.0,ncreased labour market flexibility. The government has already planned reforms to improve the quality of education at the primary and secondary levels. A new science course wi,0.793
IRL_1999_002,IRL,Ireland,1999,1998.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,adoption,growth_supporting,"The tax allowance encourages long-term unemployed individuals to seek employment, thereby increasing labor market participation and productivity.",high,1998 Employment Support Initiative,Job Assist Programme,False,implemented,The Job Assist programme was introduced in 1998.,high,False,2,The programme represents a significant policy change aimed at improving employment outcomes for long-term unemployed individuals.,medium,"A new programme called Job Assist was introduced, providing a special tax allowance for individuals unemployed for over a year, incentivizing them to take up employment.",In 1998 a new programme called Job Assist was introduced. It is a special tax allowance for people unemployed over a year.,129.0,129.0,2.0,borderline,escalate_to_llm,exclude,"The Job Assist programme focuses on employment incentives, not R&D.",,,129.0,egy. There have been few major changes in fact. In 1998 a new programme called Job Assist was introduced. It is a special tax allowance for people unemployed over a year. The employe,0.803
IRL_1999_003,IRL,Ireland,1999,2000.0,1998.0,explicit,high,,,,,explicit,high,innovation,other,,,public,adoption,growth_supporting,"The introduction of a minimum wage is expected to improve income levels for low-wage workers, thereby enhancing overall economic participation and reducing poverty.",high,1998 National Minimum Wage Initiative,National Minimum Wage Implementation,False,legislated,The government committed itself in its Action Programme for the Millennium to the introduction of a national minimum hourly wage.,high,True,3,This reform represents a structural change in labor market policy aimed at improving wage standards and reducing income inequality.,high,"The government committed to introducing a national minimum hourly wage to address issues of exclusion and poverty, with a recommendation for implementation by April 2000.",The current government committed itself in its Action Programme for the Millennium to the introduction of a national minimum hourly wage.,131.0,131.0,2.0,borderline,escalate_to_llm,exclude,"The reform addresses minimum wage issues, which do not pertain to R&D or innovation.",,,131.0,been the developments in the minimum wage domain. The current government committed itself in its Action Programme for the Millenium to the introduction of a national minimum hourly wage in order t,0.808
IRL_1999_004,IRL,Ireland,1999,,,,,,,,,,,innovation,startup_ecosystem,human_capital,,public_private,commercialization,growth_supporting,"Attracting foreign investment enhances productivity and creates jobs, contributing positively to economic growth.",high,Industrial Development Strategy,Foreign Investment Attraction,False,implemented,The IDA has been actively promoting foreign investment since its establishment.,high,True,3,"The strategy has fundamentally shaped Ireland's economic landscape by establishing a robust framework for attracting foreign investment, which has had lasting impacts on growth and employment.",high,"Ireland's Industrial Development Authority (IDA) has focused on attracting foreign investment through tax and financial incentives, particularly in manufacturing and services, which has significantly contributed to economic growth.","The consistent use of tax and financial incentives to attract inward foreign investment, mainly in manufacturing, since the late 1950s.",51.0,51.0,0.5,borderline,escalate_to_llm,exclude,Attracting foreign investment is not directly related to R&D.,,,51.0,"(Barry, 1999): the consistent use of tax and financial incentives to attract inward foreign investment, mainly in manufacturing, since the late 1950s.36 While other countries also made financial",0.818
IRL_1999_008,IRL,Ireland,1999,1998.0,,,,1998.0,explicit,high,,explicit,high,innovation,knowledge_transfer,,,public,commercialization,growth_supporting,"Strengthening copyright laws can enhance the protection of intellectual property, encouraging innovation and investment in creative industries.",high,1998 Copyright Reform Initiative,,False,implemented,Legislation was passed to comply with international standards.,high,True,3,"This reform represents a significant overhaul of copyright law, aligning it with international standards and enhancing protections for creators, which is crucial for fostering innovation.",high,"In response to a US complaint regarding compliance with international copyright standards, Ireland passed legislation in July 1998 to enhance copyright protection, including shifting the burden of proof in civil actions and increasing penalties for breaches.","Following a US complaint that Ireland’s law was not in conformity with the WTO Trade Related Aspects of Intellectual Property (TRIPS) agreement, the authorities passed legislation in July 1998.",120.0,120.0,2.0,borderline,escalate_to_llm,exclude,"The reform focuses on copyright protection, which is not directly related to R&D funding or knowledge transfer.",,,120.0,"of maturities. Copyright law reform: complying with international standards Following a US complaint that Ireland’s law was not in conformity with the WTO Trade Related Aspects of Intellectual Property (TRIPS) agreement,125 the authorities passed legislation in July 19",0.829
IRL_1999_010,IRL,Ireland,1999,1999.0,1999.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Improving childcare access increases labor force participation, particularly among women, thereby enhancing the overall skill level of the workforce and supporting innovation.",high,Childcare Enhancement Initiative,,False,implemented,The government has established an inter-departmental committee to evaluate the recommendations.,high,False,2,"The initiative addresses a significant barrier to labor force participation for women, which is crucial for economic growth and innovation capacity.",medium,"The government established an inter-departmental committee to evaluate, cost, and prioritize recommendations for enhancing childcare supply, which is crucial for boosting women's labor force participation and indirectly supports innovation by increasing the skilled workforce.","The government has now established an inter-departmental committee to evaluate, cost and prioritise the recommendations made by the various working groups that have recently reported.",139.0,139.0,2.0,borderline,escalate_to_llm,exclude,"The reform focuses on enhancing childcare supply, which is not primarily related to R&D.",,,139.0,"ional framework of qualifi- cations for providers. The government has now established an inter-departmental committee to evaluate, cost and prioritise the recommendations made by the vari- ous working groups that have recently reported. This committee is t",0.834
IRL_2008_001,IRL,Ireland,2008,,2007.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,applied,growth_supporting,"Enhancing the innovation framework is expected to boost productivity and competitiveness, which are crucial for long-term economic growth.",high,2007 Agreed Programme for Government,,False,announced,The government has ambitious objectives for economic growth and social progress as set out in the 2007 Agreed Programme for Government.,high,True,3,"This reform represents a significant shift in policy aimed at enhancing the overall innovation capacity of the economy, which is critical for sustaining growth.",high,The Irish government aims to improve the innovation framework to enhance productivity growth and maintain international competitiveness.,Further action is needed to strengthen competition to ensure that Ireland does not price itself out of the global market.,,,2.0,borderline,escalate_to_llm,exclude,"Focuses on improving the innovation framework, not directly on R&D.",,,20.0,"remove bottlenecks of physical and human capital as well as to strengthen competition to ensure that Ireland does not price itself out of the global market. In a number of areas, t",0.709
IRL_2008_005,IRL,Ireland,2008,2003.0,,,,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"By attracting higher-skilled workers, the reform is expected to enhance productivity and innovation in the labor market.",high,2008 Immigration Reform,Work Permit Scheme Revision,False,implemented,The work permit scheme was changed to put more focus on the higher-skilled.,high,False,2,"This reform represents a significant shift in immigration policy, targeting higher-skilled labor to meet economic needs, which is crucial for enhancing innovation capacity.",medium,"The work permit scheme was changed to focus more on higher-skilled workers, limiting permits to a restricted list of jobs, thereby enhancing the quality of skills entering the labor market.",The work permit scheme was changed to put more focus on the higher-skilled.,109.0,109.0,1.0,borderline,escalate_to_llm,exclude,"The reform focuses on enhancing the quality of skills in the labor market, not directly on R&D.",,,109.0,tiatives over the past five years include the following: ● The work permit scheme was changed to put more focus on the higher-skilled.,0.714
IRL_2008_007,IRL,Ireland,2008,2003.0,,,,,,,,explicit,high,innovation,human_capital,knowledge_transfer,,public,commercialization,growth_supporting,"By improving the recognition of foreign qualifications, the reform enhances the employability of immigrants, thereby increasing labor market participation and productivity.",high,National Qualifications Framework Initiative,,False,implemented,The National Qualifications Authority of Ireland has been established and is operational.,high,True,3,"This reform represents a significant structural change in how foreign qualifications are assessed and recognized, which is crucial for integrating immigrants into the workforce and enhancing overall economic productivity.",high,"Ireland has created the National Qualifications Authority of Ireland and developed the National Framework of Qualification to evaluate and recognize foreign qualifications, facilitating better integration of immigrants into the labor market.",Ireland has created the National Qualifications Authority of Ireland and developed the National Framework of Qualification since late 2003.,,,2.0,borderline,escalate_to_llm,exclude,"The creation of a qualifications authority is focused on labor market integration, not R&D.",,,121.0,hat allow entry to regulated professions. Ireland has created the National Qualifications Authority of Ireland and developed the National Framework of Qualification since late2003. The National Frame,0.817
IRL_2009_002,IRL,Ireland,2009,2009.0,2009.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,private,adoption,growth_supporting,"The scheme aims to stabilize employment in key sectors, which can help maintain productivity and support economic recovery.",medium,Employment Support Initiatives,Temporary Employment Subsidy Scheme,True,implemented,The scheme has been actively providing support to firms as indicated by its implementation status.,high,False,2,The initiative provides significant support to firms but does not fundamentally change the structure of employment support.,medium,"Ireland introduced a Temporary Employment Subsidy Scheme (TESS) to provide financial support to firms in the manufacturing or traded services sector, aimed at retaining employees during economic downturns.",A Temporary Employment Subsidy Scheme (TESS) with an initial budget of €250million to provide a subsidy of up to €200 per week per worker to qualifying firms in the manufacturing or traded services sector to retain a person in employment for a period of up to 15 months.,,,2.0,borderline,escalate_to_llm,exclude,"The Temporary Employment Subsidy Scheme is focused on retaining employees, not on R&D.",,,102.0,rses; and over 41000places under a variety of other initiatives. ● ATemporary Employment Subsidy Scheme (TESS) with an initial budget of €250million to provide a subsidy of up to €200 per week per worker to qualifying firms in the manufacturing or traded services sector to retain a person in employment for a period of up to 15months. The Back to Work Allowance scheme has been,0.83
IRL_2013_015,IRL,Ireland,2013,2015.0,2012.0,explicit,high,,,,,explicit,high,innovation,research_infrastructure,,,public_private,adoption,growth_supporting,Improving broadband infrastructure is expected to enhance productivity and innovation across various sectors by providing better access to digital technologies.,high,National Broadband Plan,,False,announced,The government’s National Broadband Plan aims to increase broadband speeds across the country.,high,True,3,The plan represents a significant investment in national infrastructure that is critical for enabling innovation and economic growth.,high,"The government aims to improve broadband Internet infrastructure through the National Broadband Plan, which seeks to increase broadband speeds and accessibility across the country to foster innovation and enterprise growth.",The government’s National Broadband Plan aims to increase broadband speeds across the country.,118.0,118.0,2.0,borderline,escalate_to_llm,exclude,"The focus is on improving broadband infrastructure, which is not directly related to R&D funding.",,,118.0,"the Internet at all (NGBT, 2012).The government’s National Broadband Plan aimstoincreasebroadbandspeedsacrossthecountrytospeedscomparablewiththebest perf",0.694
IRL_2013_020,IRL,Ireland,2013,2013.0,,,,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"By providing targeted education that aligns with labor market needs, the initiative aims to enhance the employability of participants and support economic growth.",high,Springboard Initiative,,False,implemented,The initiative is actively providing courses to unemployed individuals.,high,False,2,"The initiative represents a significant effort to align education with labor market needs, though it does not constitute a systemic overhaul.",medium,"The Springboard initiative was launched to offer part-time higher education courses for the unemployed, linking education directly to qualifications in growing sectors such as ICT and biopharma.",The Higher Education Authority has launched Springboard and ICT skills conversion programmes.,101.0,101.0,2.0,borderline,escalate_to_llm,exclude,"The initiative focuses on education and qualifications for the unemployed, which is not directly related to R&D.",,,76.0,"totheskillsshortagesincertainhighskilled areas,theHigherEducationAuthorityhaslaunchedSpringboardandICTskillsconversion programmes.Theseschemes,someofwhic",0.683
IRL_2013_021,IRL,Ireland,2013,2013.0,2013.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,private,adoption,growth_supporting,"By incentivizing employers to hire long-term unemployed individuals, the scheme is expected to enhance job creation and reduce unemployment rates among youth.",high,JobPlus Initiative,,False,announced,The government plans to introduce JobPlus to provide cash payments to employers.,high,False,2,The introduction of JobPlus represents a significant policy shift aimed at addressing youth unemployment through financial incentives for employers.,medium,"The Irish government plans to introduce JobPlus, a new scheme providing cash payments to employers who hire long-term unemployed individuals, aiming to improve youth employment outcomes.",The government plans to introduce JobPlus to provide cash payments to employers who hire unemployed workers.,,,1.0,borderline,escalate_to_llm,exclude,"The JobPlus scheme aims to improve youth employment outcomes, which is not directly related to R&D.",,,77.0,"einthatperiodandthe lackofawarenessbyemployers.Asaresponse,thegovernmentplanstointroduceJobPlus toprovidethoseemployerswhohireunemployedworkerswithacashpayment.Thisnew",0.601
IRL_2018_003,IRL,Ireland,2018,2014.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,commercialization,growth_supporting,"These initiatives are designed to enhance access to finance for small businesses, fostering innovation and growth.",high,Support for Small Businesses,Financial Support Schemes,True,implemented,Both schemes have been implemented since their establishment.,high,False,2,"While significant, these reforms are narrower in scope compared to major structural changes.",medium,"The Microenterprise Loan Fund Scheme and the Strategic Banking Corporation of Ireland (SBCI) were established to provide effective financial supports to small businesses, particularly addressing market failures in access to credit.","The Microenterprise Loan Fund Scheme deals more directly with firms in early stages, where market failures are most pronounced.",107.0,107.0,2.0,borderline,escalate_to_llm,exclude,"The primary purpose is to provide financial supports to small businesses, which does not directly relate to R&D funding.",,,107.0,".doi.org/10.1787/888933684105 The Microenterprise Loan Fund Scheme deals more directly with firms in early stages, where market failures are most pronounced. The scheme is managed by the",0.809
IRL_2020_001,IRL,Ireland,2020,2020.0,2019.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public_private,applied,growth_supporting,"These initiatives aim to enhance the skills of the workforce, which is essential for improving productivity and innovation in the economy.",high,Human Capital Development,Cyber Security and Digital Skills Initiatives,True,implemented,The initiatives have been launched and are currently operational.,high,False,2,"While these reforms are significant in addressing skills gaps, they do not represent a structural overhaul of the system.",medium,"The Cyber Security Skills Initiative aims to provide training for 5,000 IT professionals across 4,000 companies, addressing the skills gap in cybersecurity. Additionally, the 'Explore' programme offers digital skills training targeted towards older manufacturing sector employees, while the National Training Fund levy increase from 0.7% to 1.0% of payroll is designed to enhance training opportunities for small firms.","Ireland is raising the National Training Fund (NTF) levy, which finances programmes for those seeking employment as well as in-employment training, from 0.7% to 1.0% of payroll over 2017-2020.",93.0,93.0,1.0,borderline,escalate_to_llm,exclude,"The focus is on training and skills development, which does not directly relate to R&D funding.",,,93.0,"4 17.0 4.3 4.9 - 3.1 10.8 Source: Eurostat, Adult Education Survey. Ireland is raising the National Training Fund (NTF) levy, which finances programmes for those seeking employment as well as in-employment training, from 0.7% to 1.0% of payroll over 2017-2020. While t",0.835
IRL_2022_003,IRL,Ireland,2022,,2021.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"By enhancing construction techniques, the strategy is expected to improve efficiency and productivity in the housing sector.",high,Housing for All Strategy,Construction Innovation Initiatives,False,announced,The strategy has been publicly announced and is in the planning stages.,medium,True,3,The strategy represents a significant policy change aimed at transforming the construction sector.,high,The Housing for All Strategy aims to improve innovation and productivity in the residential construction sector by establishing a modern methods of construction leadership group and promoting initiatives to enhance the use of innovative construction techniques.,The Housing for All Strategy aims to improve innovation and productivity of the residential construction sector.,,,2.0,borderline,escalate_to_llm,exclude,"The primary purpose is to improve innovation and productivity in the residential construction sector, which is not directly related to R&D funding.",,,48.0,"; Department of Public Expenditure and Reform, 2020). The Housing for All Strategy aims to improve innovation and productivity of the residential construction sector. A mod",0.789
IRL_2022_005,IRL,Ireland,2022,2018.0,2018.0,explicit,high,,,,,explicit,high,innovation,sectoral_rd,,,public,applied,growth_supporting,"The strategy aims to enhance healthcare delivery and accessibility, which can improve public health outcomes and productivity.",high,Sláintecare Implementation Strategy,,False,implemented,The strategy has been launched and is operational.,high,True,3,The strategy represents a significant overhaul of the healthcare system in Ireland.,high,"The Sláintecare Implementation Strategy was launched to improve the Irish healthcare system by establishing a universal, single-tier health system focused on care needs rather than ability to pay, including the establishment of a National Health Fund to support multi-year financial stability and integration of services.",The Government launched its Sláintecare Implementation Strategy in 2018.,81.0,81.0,1.0,borderline,escalate_to_llm,exclude,"The primary focus is on healthcare system improvement, which does not directly relate to R&D funding.",,,81.0,the country’s historical under-investment in health. The Government launched its Sláintecare Implementation Strategy in 2018. Since,0.706
IRL_2025_001,IRL,Ireland,2025,2024.0,2024.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,research_infrastructure,,public_private,applied,growth_supporting,"The reforms aim to enhance productivity and allocate resources for future-oriented projects, which are expected to support economic growth.",high,Construction and Infrastructure Reform Package,MMC Roadmap and Future Ireland Fund,True,implemented,The reforms have been officially implemented as part of the government's strategy.,high,True,3,The reforms represent significant structural changes in the construction and infrastructure sectors.,high,"Ireland has implemented a roadmap for increased adoption of modern methods of construction (MMC), which includes reforms to procurement processes, regulation, and standards to enhance productivity in the construction sector. Additionally, the Future Ireland Fund (FIF) and the Infrastructure, Climate and Nature Fund (ICNF) were established to allocate windfall corporate tax revenues for future spending on ageing, climate, and digitalisation, with annual contributions planned until 2035.","Ireland has been implementing its roadmap for increased adoption of modern methods of construction (MMC) via reforms to procurement processes, regulation and standards.",107.0,107.0,2.0,borderline,escalate_to_llm,exclude,"The focus is on construction productivity, not directly on R&D funding or innovation.",,,107.0,"a high dependency on subcontractors (KPMG, 2020; Goodbody, 2024b). Ireland has been implementing its roadmap for increased adoption of modern methods of construction (MMC) via reforms to procurement processes, regulation and standards",0.829
ISL_1963_001,ISL,Iceland,1963,,,,,,,,,,,innovation,sectoral_rd,,,public_private,applied,growth_supporting,"Enhancements in fishing technology improve productivity and increase output, contributing positively to the economy.",high,1961 Fishing Technology Initiative,,False,implemented,The increase in catches has been attributed to the full effect of these technical innovations.,high,False,2,"The reform represents a significant improvement in fishing practices, which is crucial for Iceland's economy reliant on fish exports.",medium,"The introduction of new devices for detection and new types of fishing gear has led to increased fish catches, particularly of herring, indicating a significant advancement in fishing technology.","The increase in catches, particularly of herring in recent years, has to a great extent been the result of new devices for detection and new types of fishing gear.",,,2.0,borderline,escalate_to_llm,exclude,"The advancement in fishing technology is incidental to broader industry improvements, not a direct R&D reform.",,,16.0,"nks - are relativelylarge. Moreover,the increase in catches, particularly of herring in recent years, has to a great extent been the result of new devices for detection and new types of fishing gear, and the full effect of these",0.829
ISL_1971_002,ISL,Iceland,1971,,,,,,,,,,,innovation,innovation_instruments,,,public_private,adoption,growth_supporting,"The scheme aims to enhance export capabilities, which can lead to increased economic activity and innovation in the export sector.",high,Export Financing Initiatives,Export Credit Scheme,True,announced,The scheme is currently being prepared.,high,False,2,The scheme is a significant initiative to support exporters but does not represent a fundamental change in the innovation landscape.,medium,An export credit scheme is being prepared to provide capital goods producers with financing facilities to enhance export capabilities.,An export credit scheme is being prepared to provide capital goods producers with financing facilities.,33.0,33.0,1.0,borderline,escalate_to_llm,exclude,"The export credit scheme focuses on financing facilities for capital goods producers, not directly related to R&D.",,,33.0,"dic countries. (/;"") An export credit scheme is being prepared to provide capital goods producers with financing facilities. (///) The Central Bank has taken measu",0.774
ISL_1985_001,ISL,Iceland,1985,,,,,,,,,,,innovation,knowledge_transfer,,,public_private,adoption,growth_supporting,"By internalizing externality costs and promoting efficiency, the reform aims to enhance the sustainability and productivity of the fishing industry.",high,Fisheries Management Reform,Individual Vessel Quotas,False,implemented,The Ministry of Fisheries introduced catch quotas for individual vessels in early 1984.,high,False,2,"This reform represents a significant change in fisheries management, aiming to improve efficiency and sustainability in a critical sector of the economy.",medium,The Icelandic government introduced catch quotas for individual vessels to distribute fishing rights more equitably and encourage the retirement of less efficient boats.,"An important innovation in fisheries management was introduced when the Ministry of Fisheries in early 1984 introduced catch quotas for individual vessels, rather than overall quotas for the industry.",,,2.0,borderline,escalate_to_llm,exclude,"The reform focuses on fisheries management and catch quotas, which do not relate to R&D or innovation as defined.",,,41.0,"under more favourable repayment schedules. An important innovation in fisheriesmanagementwasintroducedwhentheMinistryofFisheriesinearly 1984introduced catch quotas for individual vessels, rather than overall quotas for the industry. The purpose was todistribute the quotas more e",0.787
