reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end,tax_score,score_band,filter_decision,llm_decision,llm_rationale,activity_lens,defence_scope,source_page_recovered,source_quote_verified,source_match_score,year_flag
GBR_2007_007,GBR,United Kingdom,2007,2007.0,2006.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public_private,applied,growth_supporting,"By enhancing support for SMEs, the reform aims to foster innovation and competitiveness in smaller firms, which are crucial for economic growth.",high,2007 R&D Funding Reform,,False,implemented,The Department of Trade and Industry (DTI) Technology Strategy will be administered by an independent agency from July 2007.,high,True,3,"This reform represents a significant shift in how R&D funding is allocated, aiming to better support SMEs and enhance overall innovation capacity in the economy.",high,"The UK government is reconsidering the balance of direct funding for R&D between SMEs and larger companies, with plans to enhance support for innovation across all sectors through an independent agency.",The government’s main source of direct funding for R&D in both small and medium-sized enterprises (SMEs) and large companies is the Department of Trade and Industry (DTI) Technology Strategy.,58.0,58.0,9.0,keep,keep_rule_based,include,"The reform discusses direct funding for R&D, particularly for SMEs and larger companies, indicating a focus on R&D support.",K4,,58.0,"nt’s main source of direct funding for R&D in both small larger companies who receive most current support. and medium-sized enterprises (SMEs) and large companies is the Department of Trade and Industry (DTI) Technology Strategy (£178million a year), which will be a",0.777,ok
GBR_2007_008,GBR,United Kingdom,2007,2007.0,2006.0,explicit,high,,,,,explicit,high,innovation,knowledge_transfer,,,public_private,commercialization,growth_supporting,"Enhancing collaboration between universities and businesses can lead to increased innovation, knowledge transfer, and economic growth.",high,2007 University-Business Collaboration Initiative,,False,implemented,The government is providing £110 million a year support for business-university collaboration in England.,high,False,2,"This initiative is significant as it aims to strengthen the links between academia and industry, fostering innovation and enhancing the commercialization of research.",medium,The UK government is promoting university-business collaboration by providing support through the Higher Education Innovation Fund and streamlining governance procedures.,The government is providing £110 million a year support for business-university collaboration in England through the Higher Education Innovation Fund.,58.0,58.0,8.0,keep,keep_rule_based,include,"The reform promotes university-business collaboration, which is a key aspect of knowledge transfer in R&D.",K6,,58.0,government is providing £110million a year support for streamlining university governance procedures and providing clearer business-university collaboration in England through the Higher guidelines concerning i,0.694,ok
GBR_2007_010,GBR,United Kingdom,2007,2004.0,2004.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,Increasing R&D intensity is expected to drive innovation and productivity growth in the economy.,high,10-Year Plan for Science and Innovation,,False,implemented,The government has set a target for R&D intensity as part of its long-term strategy.,high,True,3,"This ambitious target reflects a significant commitment to enhancing the UK's R&D landscape, which is critical for long-term economic growth.",high,The UK government aims to raise R&D intensity from around 1.7% of GDP in 2004 to 2.5% by 2014 as part of its 10-year plan for science and innovation.,The government’s 10-year plan for science and innovation aims to raise R&D intensity from around 1.7% of GDP in 2004 to 2.5% by 2014.,,,6.0,keep,keep_rule_based,include,"The reform aims to raise R&D intensity as part of a plan for science and innovation, directly relating to R&D.",K4,,126.0,been an increase in this proportion. The government’s 10-year plan for science and innovation aims to raise R&D intensity from around 1.7% of GDP in2004 to 2.5% by2014. This appears to be an am,0.804,ok
GBR_2007_011,GBR,United Kingdom,2007,,2007.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,applied,growth_supporting,"Evaluating the effectiveness of R&D tax credits can enhance their design, leading to increased R&D investment and innovation.",high,2007 R&D Tax Credit Review,,False,announced,The government plans to assess the efficiency of fiscal support to R&D.,high,False,2,"This reform represents a significant step towards improving the effectiveness of existing R&D tax incentives, which can have a meaningful impact on innovation.",medium,"The UK government plans to assess the efficiency of fiscal support to R&D, including the R&D tax credit, over the longer term to ensure its effectiveness in promoting research and development activities.","The government plans to assess the efficiency of fiscal support to R&D, such as the R&D tax credit, over the longer term.",,,2.5,borderline,escalate_to_llm,include,"The reform assesses the efficiency of fiscal support to R&D, including the R&D tax credit.",K4,,133.0,"tcomes that result from acquiring skills and qualifications. ● Assess the efficiency of fiscal support to R&D, such as the R&D tax credit, over the longer term. Notes 1.Internationa",0.702,ok
GBR_2007_012,GBR,United Kingdom,2007,2008.0,2007.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"Increased tax credits incentivize R&D investment by firms, potentially leading to higher innovation and productivity.",high,2007 R&D Tax Credit Reform,,False,implemented,The tax credit increases were announced to take effect in April 2008.,high,True,3,"This reform represents a significant change in the fiscal support for R&D, aimed at enhancing the innovation capacity of SMEs and large firms alike.",high,"The 2007 Budget announced increases in the SME R&D tax credit from 150% to 175% and the large company R&D tax credit from 125% to 130%, effective from April 2008.",The 2007 Budget announced increases from April 2008 in some elements of the SME R&D tax credit from 150% to 175% and the large company R&D tax credit from 125% to 130%.,,,2.0,borderline,escalate_to_llm,include,"The reform increases R&D tax credits for SMEs and large companies, which directly supports R&D investment.",K2,,133.0,g £50million or a balance sheet totalling less than £43million. 12.The2007 Budget announced increases from April2008in some elements of the SME R&D tax credit from 150% to 175% and the large company R&D tax credit from 125% to 130%. 13,0.819,ok
GBR_2011_001,GBR,United Kingdom,2011,,,,,,,,,,,innovation,rd_funding,,,public,basic,growth_supporting,"Increasing R&D funding for low-carbon technologies is expected to foster innovation and contribute to environmental goals, which can enhance overall economic productivity.",high,Low-Carbon R&D Funding,,False,recommended,The government has proposed this increase in funding as part of its strategy for low-carbon technology development.,high,True,3,"This reform represents a significant increase in public funding for R&D, addressing a critical area of innovation and public good.",high,"The UK government plans to increase public spending on R&D for low-carbon technologies, recognizing the need for higher funding levels to address the public good nature of basic research and ensure international coordination. This initiative aims to enhance technological innovation for achieving emission reduction targets.",The recent review of innovation policy by the Committee on Climate Change suggests that current government funding for clean energy R&D is at its minimum acceptable level and increases are warranted in certain areas.,,,13.5,keep,keep_rule_based,include,The reform plans to increase public spending on R&D for low-carbon technologies.,K2,,140.0,"change and energy-security objectives. However, the recent review of innovation policy by the Committee on Climate Change suggests that current government funding for clean energy R&D is at its minimum acceptable level and increases are warranted in certain areas (CCC, 2010b). Although the UnitedKingd",0.834,ok
GBR_2011_002,GBR,United Kingdom,2011,2010.0,2010.0,explicit,high,,,,,explicit,high,innovation,sectoral_rd,rd_funding,,public,applied,growth_supporting,"Investing in carbon capture and green infrastructure is expected to stimulate innovation in low-carbon technologies, contributing to economic growth and environmental sustainability.",high,Green Investment Initiatives,Green Investment Bank establishment,False,implemented,Both initiatives have been officially launched and are in operation.,high,True,3,"These reforms represent a substantial commitment to sectoral R&D and funding for green technologies, which are critical for addressing climate change.",high,The UK government has committed to spend up to £1 billion on a commercial-scale carbon capture and storage demonstration project and has established a Green Investment Bank (GIB) with an initial funding commitment of £1 billion to promote investment in green infrastructure. These initiatives aim to address market failures in financial intermediation and support the development of low-carbon technologies.,"The 2010 Spending Review announced the setting up of a Green Investment Bank (GIB), funded initially by a £1 billion commitment, to encourage investment in green infrastructure.",,,3.0,keep,keep_rule_based,include,"The reform commits funding to a carbon capture and storage project, which is a sectoral R&D initiative.",K2,,151.0,"current conjuncture, the malfunctioning of financial intermediation is a major issue in the developed world. The2010Spending Review announced the setting up of a Green Investment Bank (GIB), funded initially by a £1billion commitment, to encourag",0.651,ok
GBR_2011_005,GBR,United Kingdom,2011,,2011.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public_private,commercialization,growth_supporting,The establishment of the Green Investment Bank and the evaluation of R&D tax credits are expected to enhance the effectiveness of innovation funding and support economic growth.,high,Green Investment Bank and R&D Tax Credit Evaluation,,False,announced,"The Green Investment Bank has been proposed, and the evaluation of R&D tax credits has been published.",high,False,2,These initiatives represent significant steps towards improving innovation funding mechanisms but are not as transformative as major reforms.,medium,"The proposed Green Investment Bank aims to subsidize projects with a low social discount rate and will be allowed to borrow in debt markets to increase leverage. Additionally, the government has undertaken and published an evaluation of the UK’s R&D tax credit schemes to assess their efficiency over the longer term.",The proposed Green Investment Bank should be used to subsidise projects where a low social discount rate is appropriate.,157.0,157.0,3.0,keep,keep_rule_based,include,The proposed Green Investment Bank aims to subsidize projects related to R&D.,K2,,157.0,and simplifying and accelerating planning procedures. ● The proposed Green Investment Bank should be used to subsidise projects where a low social discount rate is appropriate. To,0.8,ok
GBR_2013_001,GBR,United Kingdom,2013,,2011.0,explicit,high,,,,,,,innovation,startup_ecosystem,,,public_private,unknown,growth_supporting,"By fostering a competitive and innovative environment, the plan aims to enhance entrepreneurship and job creation, which are crucial for economic growth.",high,Plan for Growth,,False,implemented,Significant progress in implementation has already been made in most of these areas.,high,True,3,"The Plan for Growth represents a comprehensive approach to enhancing the business environment and supporting innovation, which is critical for long-term economic performance.",high,"The government initiated a Plan for Growth that includes measures to encourage investment and exports, aiming to make the UK the best place in Europe to start and grow a business, and to create a more educated workforce.",The government initiated a Plan for Growth (2011) that sets out an ambitious set of measures to encourage investment and exports.,,,2.0,borderline,escalate_to_llm,include,"The reform includes measures to encourage investment and exports, aiming to support the startup ecosystem.",K5,,34.0,"veandinnovative,growth orientedeconomy. Toboostperformance,thegovernmentinitiatedaPlanforGrowth(2011)thatsetsoutan ambitious set of measures to: i)encourage investment and exports as a rout",0.736,ok
GBR_2013_003,GBR,United Kingdom,2013,,2013.0,explicit,high,,,,,,,innovation,innovation_instruments,,,public,applied,growth_supporting,Supporting innovation and green technologies can lead to increased productivity and sustainable economic growth.,high,Plan for Growth,,False,announced,The government set a Plan for Growth to enhance the economy's potential.,high,True,3,The Plan for Growth represents a significant structural change aimed at improving the overall economic framework and productivity through innovation.,high,"The UK government aims to enhance the potential of the economy through a Plan for Growth, which includes measures to support innovation and the development of green technologies.",A Plan for Growth set by the government aims at enhancing the potential of the economy and rebalancing towards exports and investment.,,,2.0,borderline,escalate_to_llm,include,The reform supports innovation and the development of green technologies.,K2,,89.0,ectorinefficienciesandweakexportperformance.APlanforGrowthsetbythe governmentaimsatenhancingthepotentialoftheeconomyandrebalancingtowards exports and investment. Investment in infrastructure nee,0.713,ok
GBR_2013_004,GBR,United Kingdom,2013,,2013.0,explicit,high,,,,,,,innovation,innovation_instruments,,,private,applied,growth_supporting,"Enhancing tax incentives for R&D can stimulate private sector investment in innovation, leading to higher productivity.",high,R&D Tax System Reform,,False,announced,The government plans to address low R&D intensity by better rewarding innovation through the tax system.,high,True,3,"This reform is a major shift in the approach to incentivizing R&D, which is crucial for enhancing innovation and productivity.",high,The UK government plans to improve R&D intensity by better rewarding innovation through the tax system.,The low R&D intensity compared to other OECD countries could be addressed by better rewarding innovation through the tax system.,,,4.0,keep,keep_rule_based,include,The reform aims to improve R&D intensity by better rewarding innovation through the tax system.,K2,,89.0,ent and greater regional flexibility in public sector wages. The low R&D intensity comparedtootherOECDcountriescouldbeaddressedbybetterrewardinginnovation throughthetaxsystem.Innovationand,0.722,ok
GBR_2013_007,GBR,United Kingdom,2013,2012.0,2011.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"The increase in tax relief incentivizes SMEs to invest more in R&D, which can lead to greater innovation and productivity growth.",high,2011 Innovation and Research Strategy for Growth,SME R&D Tax Credit Increase,False,implemented,The rate of relief under the SME R&D tax credit scheme increased as planned.,high,True,3,"This reform represents a significant structural change in the support for R&D, enhancing the competitiveness of SMEs and potentially leading to substantial increases in R&D investment.",high,"The Coalition Government increased support for R&D by SMEs through both tax and spending measures, raising the rate of relief under the SME R&D tax credit scheme to 225% of qualifying R&D costs from April 2012.","From 1 April 2012, the rate of relief under the SME R&D tax credit scheme increases to 225% of qualifying R&D costs, one of the most competitive rates in the world.",,,7.0,keep,keep_rule_based,include,"The reform increases support for R&D by SMEs through tax measures, specifically mentioning R&D tax credit.",K2,,101.0,"endingmeasures. Ontax,from1April2012,therateofreliefundertheSMER&Dtaxcreditschemeincreasesto 225%ofqualifyingR&Dcosts,oneofthemostcompetitiveratesintheworld. Onspending,inDecember2011theCoalitionGovernmentpublisheditsInnovationan",0.687,ok
GBR_2013_008,GBR,United Kingdom,2013,2012.0,2011.0,explicit,high,,,,,explicit,high,innovation,research_infrastructure,,,public_private,applied,growth_supporting,"This fund aims to enhance research capabilities in universities, fostering collaboration with the private sector and driving innovation.",high,2011 Innovation and Research Strategy for Growth,UK Research Investment Partnership Fund,True,implemented,The fund was launched with the specified amount of public money.,high,False,2,"This initiative represents a significant investment in research infrastructure, promoting long-term strategic partnerships between universities and the private sector.",medium,The UK Research Investment Partnership Fund was launched with £100 million of public money to support new university research infrastructure built in partnership with business and charities.,A UK Research Investment Partnership Fund was launched with £100 million of public money to support new university research infrastructure built in partnership with business and charities.,,,7.5,keep,keep_rule_based,include,"The reform supports new university research infrastructure, directly related to R&D.",K7,,101.0,"llion, including a £600million addition in Autumn Statement 2012. In Budget 2012, a UK Research InvestmentPartnershipFundwaslaunchedwith£100millionofpublicmoneytosupport new university research infrastructure built in partnership with business and charities, wher",0.776,ok
GBR_2013_011,GBR,United Kingdom,2013,,2013.0,explicit,high,,,,,,,innovation,innovation_instruments,,,private,applied,growth_supporting,"Encouraging R&D through tax reforms can stimulate innovation and firm growth, leading to increased productivity.",high,Plan for Growth,R&D Tax Reform,False,recommended,The text recommends reforms to tax rules to encourage R&D.,high,False,2,"This reform is significant as it targets the tax framework affecting R&D, which is crucial for fostering innovation in the private sector.",medium,"The government plans to reform tax rules to encourage R&D, aiming to enhance firm growth by reviewing fiscal rules that may hinder innovation.",Reform some tax rules to encourage R&D.,12.0,12.0,4.0,keep,keep_rule_based,include,The reform aims to encourage R&D by reforming tax rules.,K2,,12.0,velyrestrictivelimitationsonstudentvisas. Reform some tax rules to encourage R&D. Review fiscal rul,0.565,ok
GBR_2013_012,GBR,United Kingdom,2013,,2012.0,explicit,high,,,,,,,innovation,innovation_instruments,,,private,applied,growth_supporting,"Encouraging R&D through tax reforms can stimulate innovation and firm growth, leading to increased productivity and economic expansion.",high,Plan for Growth,R&D Tax Reform,False,recommended,The government plans to reform tax rules to encourage R&D.,high,False,2,"This reform is significant as it targets the fiscal framework affecting R&D investment, which is crucial for innovation and economic growth.",medium,"The UK government plans to reform some tax rules to encourage R&D, aiming to review fiscal rules that may hinder firm growth, such as preferential tax treatment for small firms and debt finance relative to equity.","Reform some tax rules to encourage R&D. Review fiscal rules which may hamper firm growth, such as preferential tax treatment for small firms and debt finance relative to equity.",12.0,12.0,2.0,borderline,escalate_to_llm,include,The reform focuses on encouraging R&D through tax rule changes.,K2,,115.0,"d excessivelyrestrictivelimitationsonstudentvisas. ReformsometaxrulestoencourageR&D.Reviewfiscalruleswhichmayhamperfirm growth, such as preferential tax treatment for small firms and debt finance relative to equity.Examinewhetherincentivesforrisk-",0.774,ok
GBR_2013_013,GBR,United Kingdom,2013,2013.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,public,applied,growth_supporting,"By enhancing the effectiveness of R&D subsidies, the reform is expected to stimulate innovation and increase overall economic productivity.",high,2013 R&D Subsidy Reform,,False,implemented,The government will change support for R&D through revising the current R&D subsidy system.,high,True,3,"This reform represents a significant overhaul of the R&D subsidy system, which is crucial for enhancing innovation incentives and driving economic growth.",high,"The government will revise the current R&D subsidy system to increase its effectiveness as an incentive, aiming to reward social returns to R&D that exceed private returns.",The government will change support for R&D through revising the current R&D subsidy system to increase its effectiveness as an incentive.,35.0,35.0,4.0,keep,keep_rule_based,include,"The reform revises the R&D subsidy system to enhance its effectiveness, directly related to R&D.",K2,,35.0,elatively few firms seem to innovate (Figures17-18). The government will change support for R&D through revising the current R&D subsidy system to increase its effectiveness as an incentive. Suppor,0.82,ok
GBR_2013_014,GBR,United Kingdom,2013,2013.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,commercialization,growth_supporting,"The 'Patent Box' is designed to incentivize innovation by providing tax benefits, which can stimulate investment in research and development activities.",medium,2013 Patent Box Initiative,,False,implemented,The 'Patent Box' is intended to create social returns by supporting innovation more broadly.,high,True,3,The introduction of the 'Patent Box' represents a major policy shift aimed at enhancing the attractiveness of the UK for innovative firms and fostering economic growth.,high,"From April 2013, the government will introduce a 'Patent Box' to provide beneficial tax treatment for profits related to patents, aimed at driving growth and investment in innovation.","From April 2013, the government will also be introducing a 'Patent Box' to drive growth and investment in innovation.",,,6.0,keep,keep_rule_based,include,"The introduction of a 'Patent Box' aims to drive growth and investment in innovation, related to R&D.",K5,,36.0,"From April2013, the government will also be introducing a “Patent Box” to drive growth and investmentininnovation,wherebyprofitsrelatedtopatentswillgetbeneficialtreatment. The",0.762,ok
GBR_2015_001,GBR,United Kingdom,2015,2015.0,2013.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"The reforms are designed to enhance R&D investment and improve lending conditions, which are expected to stimulate economic growth and innovation.",high,R&D Tax Incentives and Lending Scheme,,False,implemented,The reforms have been enacted and are currently in force.,high,True,3,The reforms represent significant changes in tax incentives and funding mechanisms aimed at boosting R&D and lending.,high,"The UK government has increased tax incentives for research and development, including a temporary business rates relief for small businesses and a 'Patent Box' tax rate of 10% on profits derived from patents. Additionally, a 10% Above the Line (ATL) tax credit for large company R&D investment will increase to 11% from April 2015, alongside a rise in the tax credit for loss-making small and medium-sized enterprises (SMEs) to 14.5%. The Funding for Lending Scheme was launched to incentivize banks to maintain or expand their lending to households and firms by linking the cost of funding to their lending performance.","In April 2014, the government raised the rate of the tax credit payable to loss-making small and medium-sized enterprises (SMEs) to 14.5%. From April 2015, the deduction for SME research and development will increase from 225% to 230% of taxable profit.",,,12.0,keep,keep_rule_based,include,api_error: RetryError[<Future at 0x1797a9990 state=finished raised RateLimitError>],,,55.0,"illincreaseto11% taxtreatmentforsmallfirmsanddebtfinancerelativetoequity. fromApril2015.InApril2014,thegovernmentraisedtherateofthe taxcreditpayabletoloss-makingsmallandmedium-sizedenterprises (SMEs)to14.5%.FromApril2015,thedeductionforSMEresearch anddevelopmentwillincreasefrom225%to230%oftaxableprofit. SinceFebruary2013,thegovernmenthascutthemainrate",0.715,ok
GBR_2015_002,GBR,United Kingdom,2015,,2014.0,explicit,high,,,,,,,innovation,human_capital,,,public_private,applied,growth_supporting,"The fund aims to enhance the skills of the workforce, which is essential for business growth and innovation.",high,Skills Provision Fund,,False,announced,The fund has been announced but is not yet implemented.,high,False,2,"The establishment of the fund represents a significant investment in skills development, although it is not as transformative as major reforms.",medium,The government has set up a competitive GBP340 million fund to co-design and co-invest with employers in new skills provision needed to grow their business.,The government has set up a competitive GBP340 million fund to co-design and co-invest along with employers in new skills provision needed to grow their business.,,,1.0,borderline,escalate_to_llm,include,api_error: RetryError[<Future at 0x1797a9990 state=finished raised RateLimitError>],K8,,54.0,yerscanreceiveaGBP1500grant foruptotennewapprenticestheyemployintheirbusiness. ThegovernmenthassetupacompetitiveGBP340millionfund toco-designandco-investalongwithemployersinnewskillsprovision neededtogrowtheirbusiness.Neweligi,0.722,ok
GBR_2015_005,GBR,United Kingdom,2015,2015.0,2015.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,adoption,growth_supporting,"The bank is intended to improve access to finance for SMEs, which is crucial for their growth and innovation.",high,British Business Bank,,False,implemented,The bank has been established and is currently operational.,high,True,3,The establishment of the British Business Bank represents a significant reform in the support for SMEs.,high,"The British Business Bank was established to enhance financing for SMEs by providing funds and guarantees, aiming to unlock up to GBP10 billion of financing for smaller businesses over five years.",The British Business Bank should continue to address market failures in access to finance for projects with high economic potential.,110.0,110.0,2.0,borderline,escalate_to_llm,include,api_error: RetryError[<Future at 0x1797a9990 state=finished raised RateLimitError>],K5,,110.0,"nFrance,Italyand Germany (Infelise, 2014).The British Business Bank should continue to address market failures in access to finance for projects with high economic potential by assessing SME f",0.809,ok
GBR_2017_001,GBR,United Kingdom,2017,2021.0,2016.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,Increased public investment in R&D is expected to stimulate innovation and productivity growth across the economy.,high,National Productivity Investment Fund,,False,implemented,The Fund will allocate a budget of GBP 23 billion by 2021-22.,high,True,3,"This reform represents a significant increase in public investment in R&D, which is crucial for enhancing the UK's innovation capacity and addressing productivity challenges.",high,"The government has set up a new National Productivity Investment Fund aimed at increasing public spending in critical areas for productivity, including research and development (R&D). This initiative is intended to enhance the UK's R&D spending, which is currently below the OECD average.","The government has set up a new National Productivity Investment Fund with a view to increase public spending in areas that are critical for productivity: infrastructure, research and development (R&D) and housing.",36.0,37.0,7.0,keep,keep_rule_based,include,The National Productivity Investment Fund aims to increase public spending in research and development.,K4,,80.0,"ninotheradvancedcountries,suchasFranceandtheOECDaverage, butitrosein2015(Figure1.12).Moreover,thegovernmenthasrecentlysetupanewNational Productivity Investment Fund with a view to increase public spending at areas critical for productivity, including infrastructure.The creation of the Fund is a ste",0.635,future_impl
GBR_2017_002,GBR,United Kingdom,2017,,,,,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,Increasing direct funding for R&D is expected to stimulate innovation and improve the adoption of new technologies by businesses.,high,R&D Funding Enhancement,,False,recommended,The government could complement existing tax relief schemes by further increasing direct funding of R&D.,medium,False,2,"This reform is significant as it aims to enhance the existing funding landscape for R&D, which is crucial for fostering innovation.",medium,"The government plans to complement existing tax relief schemes by further increasing direct funding of R&D, which would enhance both the invention and diffusion of new technologies.",The government could complement existing tax relief schemes by further increasing direct funding of R&D.,,,5.0,keep,keep_rule_based,include,The government plans to increase direct funding of R&D.,K4,,37.0,ng on R&D is below the OECDaverageandthegovernmentcouldcomplementexistingtaxreliefschemesbyfurther increasingdirectfundingofR&D(Figure21).Collaborationbetweenbusine,0.687,ok
GBR_2017_006,GBR,United Kingdom,2017,,2017.0,explicit,high,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,Increased R&D funding is expected to enhance innovation capacity and productivity across various sectors.,high,New Industrial Strategy,,False,announced,The government has announced its commitment to increase R&D resources as part of the industrial strategy.,high,True,3,This reform represents a fundamental shift in the government's approach to supporting innovation and economic growth through R&D investment.,high,"The UK government aims to increase resources devoted to research and development (R&D) as part of its new industrial strategy, which emphasizes the importance of R&D for economic growth.",The emerging new industrial strategy has a strong focus on R&D.,,,2.5,borderline,escalate_to_llm,include,The reform emphasizes the importance of R&D for economic growth.,K4,,87.0,"versities.Againstthisbackground,it iswelcomethattheemergingnewindustrialstrategy(seeabove)hasastrongfocusonR&D. Figure1.17.",0.57,ok
GBR_2017_009,GBR,United Kingdom,2017,,2017.0,explicit,high,,,,,,,innovation,rd_funding,,,public_private,applied,growth_supporting,"Enhancing R&D support is expected to boost innovation, productivity, and economic growth in lagging regions.",high,Regional Innovation Support Initiative,,False,announced,The government has committed to increasing support for R&D and collaboration.,high,False,2,This reform represents a significant enhancement of existing support mechanisms aimed at fostering innovation in underperforming regions.,medium,"The UK government is increasing direct and indirect support for private and public R&D, as well as promoting collaboration between businesses and universities to enhance applied innovations and their diffusion.","Continue to increase direct and indirect support for private and public R&D, and for the collaboration between businesses and universities to promote applied innovations and their diffusion.",,,7.0,keep,keep_rule_based,include,The UK government is increasing support for R&D and collaboration.,K2,,13.0,"novation Continuetoincreasedirectandindirectsupportforprivateand anditsdiffusionacrossregions,inparticularintheleastproductive publicR&D,andforthecollaborationbetweenbusinessesand ones. universitiestopromoteappliedinnovationsandtheirdiffusion. Laggingregionsfinditdi",0.732,ok
GBR_2017_012,GBR,United Kingdom,2017,,2017.0,explicit,high,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,"Increased R&D spending is expected to raise innovation levels, leading to higher productivity and economic growth.",high,2017 Productivity and Innovation Initiative,,False,announced,The government has outlined plans to boost R&D spending as part of its economic strategy.,high,True,3,"This reform represents a significant commitment to enhancing the UK's innovation capacity, which is crucial for long-term economic growth.",high,"The UK government plans to increase spending on research and development to enhance innovation and productivity, particularly in lagging regions and cities.",The authorities should...spending on research and development to raise innovation.,,,3.5,keep,keep_rule_based,include,The plan is to increase spending on R&D to enhance innovation.,K4,,1.0,"regions and cities, which requires local transport investments to foster connectivity, spending on research and development to raise innovati",0.589,ok
GBR_2020_001,GBR,United Kingdom,2020,,,,,,,,,,,innovation,innovation_instruments,,,public,applied,growth_supporting,"The strategy aims to enhance productivity through increased investment and innovation, which are crucial for long-term economic growth.",high,Industrial Strategy,,False,implemented,The Industrial Strategy is part of the government's ongoing efforts to support economic recovery and growth.,high,True,3,"The Industrial Strategy represents a significant structural change in the UK's approach to fostering innovation and productivity, with long-lasting implications for the economy.",high,"The UK government has introduced the Industrial Strategy, a multidimensional approach aimed at boosting investment, innovation, and skills to enhance productivity growth.","The Industrial Strategy is a multidimensional approach to boost investment, innovation and skills intended to foster productivity growth.",,,2.0,borderline,escalate_to_llm,include,The Industrial Strategy aims to boost investment and innovation.,K5,,67.0,"tment and slow innovation Strategy, a multidimensional approach to boost investment, rates contribute to weak productivity performance. innovation and skills intended to foster productivity growth.",0.76,ok
GBR_2020_002,GBR,United Kingdom,2020,2020.0,2020.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public_private,applied,growth_supporting,"Increased funding for R&D is expected to stimulate innovation, enhance productivity, and support economic recovery.",high,2020 R&D Support Initiative,,False,implemented,The Government increased tax credits and direct spending in 2020.,high,False,2,"This reform represents a significant increase in support for R&D, which is crucial for innovation and economic recovery, but does not constitute a structural overhaul.",medium,The Government increased tax credits and direct spending in 2020 to enhance support for both private and public R&D activities.,Continue to increase direct and indirect support for private and public R&D. The Government increased tax credits and direct spending in 2020.,34.0,34.0,4.0,keep,keep_rule_based,include,The reform increases tax credits and direct spending for private and public R&D activities.,K4,,34.0,bruary 2019 and increased by 20% for other trucks. Innovation Continue to increase direct and indirect support for private and public R&D. The Government increased tax credits and direct spending in 202,0.814,ok
GBR_2020_003,GBR,United Kingdom,2020,2027.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"Increasing R&D investment is expected to enhance innovation and productivity, driving economic growth.",high,Industrial Strategy,R&D Investment Increase,False,announced,The Government has committed to increasing R&D investment as part of its Industrial Strategy.,high,True,3,"This reform represents a significant commitment to enhance R&D funding, which is crucial for fostering innovation and improving the UK's competitive position in the global economy.",high,"The Government has committed in its Industrial Strategy to increase overall UK investment in R&D from 1.7% to 2.4% of GDP by 2027, aiming to align with the OECD average and improve innovation capacity.",The Government has committed in its Industrial Strategy to increase overall UK investment in R&D from 1.7% to 2.4% of GDP by 2027.,97.0,97.0,4.0,keep,keep_rule_based,include,The commitment is to increase overall UK investment in R&D to 2.4% of GDP.,K4,,97.0, 95 The Government has committed in its Industrial Strategy to increase overall UK investment in R&D from 1.7% to 2.4% of GDP by 2027. This is welcome. This would bring the United Kingdom c,0.812,future_impl
GBR_2020_004,GBR,United Kingdom,2020,2027.0,2017.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"Increasing R&D investment is expected to enhance innovation capacity and productivity, leading to long-term economic growth.",high,UK Industrial Strategy,R&D Investment Increase,True,announced,The strategy outlines plans to increase R&D investment by 2027.,high,True,3,"This reform represents a significant commitment to enhancing the UK's R&D landscape, which is crucial for long-term economic competitiveness.",high,"The UK Government's Industrial Strategy aims to raise total R&D investment from 1.7% to 2.4% of GDP by 2027, alongside increasing the rate of R&D tax credit to 12%.",Raise total R&D investment from 1.7% to 2.4% of GDP by 2027.,33.0,33.0,2.0,borderline,escalate_to_llm,include,The aim is to raise total R&D investment to 2.4% of GDP and increase R&D tax credit.,K4,,33.0,ategy Ideas Places Agree local industrial strategies Raise total R&D investment from 1.7% to 2.4% of GDP by 2027 Create,0.656,future_impl
