reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end,event_id,n_mentions,mention_survey_years,mention_ids
FRA_2000_011,FRA,France,2000,2000.0,,,,1999.0,explicit,high,,explicit,high,innovation,startup_ecosystem,,,public_private,commercialization,growth_supporting,"Facilitates the creation of new technology firms, enhancing innovation and economic dynamism.",high,2000 Innovation Bill,,False,implemented,The bill was adopted by the Council of Ministers.,high,True,3,"This reform represents a significant structural change in how government researchers interact with the business sector, promoting innovation and enterprise creation.",high,The Council of Ministers adopted a bill on innovation aimed at encouraging enterprise creation by government researchers and simplifying interactions between research bodies and businesses.,"The Council of Ministers adopts the bill on innovation, which is designed to encourage enterprise creation by government researchers and to simplify relations between research bodies and the world of business.",158.0,158.0,EVT_FRA_2000_0479,1,2000,FRA_2000_011
FRA_2000_012,FRA,France,2000,2000.0,1999.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,commercialization,growth_supporting,"These measures are intended to stimulate the establishment of new technology firms, which can drive innovation and economic growth.",high,2000 Technology Firm Creation Initiative,,False,announced,"The government announces the launch of a set of measures, worth FF 200 million, designed to facilitate the creation of technology firms.",high,False,2,"While significant, these measures are part of a broader strategy and do not represent a complete overhaul of the innovation system.",medium,The government announced a set of measures worth FF 200 million to facilitate the creation of technology firms.,"The government announces the launch of a set of measures, worth FF 200 million, designed to facilitate the creation of technology firms.",159.0,159.0,EVT_FRA_2000.0_1536,1,2000,FRA_2000_012
FRA_2001_001,FRA,France,2001,2001.0,2001.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,private,unknown,growth_supporting,"The elimination of taxes and provision of credits are expected to incentivize new enterprise creation, fostering innovation and economic growth.",high,Enterprise Creation Support,,False,implemented,The measures have been put into effect as part of the government's support for enterprise creation.,high,False,2,The measures represent a significant but not structural change in supporting enterprise creation.,medium,"The government announced measures to support enterprise creation, including the elimination of all state taxes on enterprise creation and the provision of new credits for enterprises in new technology and proximity areas.",The Prime Minister announces measures to support enterprise creation: all state taxes on enterprise creation are eliminated; new credits will be provided to enterprises working in the new technology and proximity areas.,190.0,190.0,EVT_FRA_2001_0480,1,2001,FRA_2001_001
FRA_2003_004,FRA,France,2003,2003.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,public_private,applied,growth_supporting,The establishment of a collaborative network is expected to enhance innovation through improved partnerships between industry and research.,high,Innovation Collaboration Network,Industrial and Research Collaboration,True,implemented,The measures have been put into practice and are operational.,high,True,3,"While significant, the measures represent a narrower reform compared to larger funding initiatives.",medium,"France has introduced measures to increase incentives for innovation, including the establishment of a network of industrialists and research laboratories to foster collaboration.","Efforts to stimulate R&D. Measure have been undertaken to increase incentives for innovation, including the establishment of network of industrialists and research laboratories.",106.0,106.0,EVT_FRA_2003_0483,2,2003,"FRA_2003_001,FRA_2003_004"
FRA_2003_002,FRA,France,2003,2003.0,2003.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,commercialization,growth_supporting,"These tax incentives are designed to stimulate R&D investment among startups, thereby fostering innovation and economic growth.",high,Tax Incentives for Innovative Firms,Corporate Tax Exemptions for Startups,True,announced,The measures have been announced but may not yet be fully implemented.,medium,True,3,The introduction of significant tax exemptions for innovative firms represents a major reform in innovation policy.,high,The government has introduced measures to exonerate young and innovative firms from corporate income tax for their first three profitable years and provide various tax exemptions to encourage R&D investments.,The creation and survival of young and innovative firms include exonerating such enterprises from corporate income tax for their first three profitable years.,77.0,77.0,EVT_FRA_2003.0_1537,1,2003,FRA_2003_002
FRA_2009_015,FRA,France,2009,2004.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"By providing financial support to innovative young businesses, the subsidy encourages R&D investment and fosters the growth of high-tech sectors, which can enhance overall economic productivity.",high,2004 Innovative Young Businesses Initiative,,False,implemented,The subsidy has been in place since 2004 and is designed to run for ten years.,high,False,2,"This subsidy represents a significant effort to support the growth of innovative young firms, which are crucial for technological advancement and economic dynamism.",medium,"The 'Aid for Projects of Innovative Young Businesses' subsidy was introduced to support high-tech SMEs through tax exemptions, targeting innovative young enterprises that are R&D intensive.",The 'Aid for Projects of Innovative Young Businesses' subsidy... is designed to foster the growth and development of high-tech SMEs through different tax exemptions.,,,EVT_FRA_2004_0486,1,2009,FRA_2009_015
FRA_2009_013,FRA,France,2009,2008.0,2008.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"By increasing the tax credit rate and eliminating ceilings, the reform incentivizes firms to invest more in R&D, which can enhance innovation and productivity.",high,Research Tax Credit Reform,,False,implemented,The changes to the research tax credit have been enacted and are in effect.,high,True,3,"This reform represents a significant overhaul of the tax credit system, aimed at enhancing R&D investment across all sectors, which is crucial for long-term economic growth.",high,"The French government has restructured the research tax credit to broaden its scope and increase the tax relief available for R&D expenditures, making France more attractive for R&D investment.","The amendment completely eliminated the portion calculated on the basis of incremental spending, it raised the tax credit rate applicable to the volume of expenditure significantly, and it eliminated the ceiling.",,,EVT_FRA_2008_0491,5,"2009,2011","FRA_2009_005,FRA_2009_013,FRA_2011_009,FRA_2009_002,FRA_2009_003"
FRA_2009_007,FRA,France,2009,2009.0,,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,commercialization,growth_supporting,"By providing venture capital, the fund aims to stimulate innovation and support the growth of domestic firms, enhancing their competitiveness.",high,2009 Economic Recovery Plan,Strategic Investment Fund,False,implemented,The fund has been established and is operational.,high,True,3,The establishment of a strategic investment fund represents a significant structural change aimed at enhancing the innovation ecosystem and protecting key industries.,high,The French government created a strategic investment fund to provide venture capital to innovative firms and prevent foreign takeovers in strategic sectors.,The government has created a strategic investment fund to provide venture capital to innovative firms and to forestall foreign takeovers of French firms in sectors that are deemed 'strategic'.,24.0,24.0,EVT_FRA_2008_0494,4,2009,"FRA_2009_019,FRA_2009_020,FRA_2009_007,FRA_2009_008"
FRA_2011_008,FRA,France,2011,2010.0,,,,,,,,explicit,high,innovation,research_infrastructure,,,public_private,applied,growth_supporting,"Enhances collaboration between educational institutions and promotes research capabilities, which can lead to innovation and economic growth.",high,Investments for the Future,Advanced R&D Centres,False,implemented,Four advanced R&D centres were created in 2009 and three in 2010.,high,False,2,"The creation of R&D centres represents a significant step towards enhancing research collaboration and infrastructure, which is crucial for innovation.",medium,"The establishment of advanced R&D centres (Pôles de recherche et d’enseignement supérieur, PRES) initiated closer cooperation between grandes écoles and universities, with four created in 2009 and three in 2010, totaling 18, supported by 'centres of excellence' as part of 'investments for the future'.","The establishment of advanced R&D centres (Pôles de recherche et d’enseignement supérieur, PRES), which initiated closer co-operation between the grandes écoles and the universities in 2007, is continuing.",48.0,48.0,EVT_FRA_2010_0496,1,2011,FRA_2011_008
FRA_2013_005,FRA,France,2013,2010.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,This substantial funding is aimed at enhancing research capabilities and fostering innovation through targeted investments.,high,Future Investment in Education and Research,,False,implemented,The programme has been actively funded and implemented as part of the government's strategy.,high,True,3,The programme represents a major commitment to funding research and education.,high,"The 'investing in the future' programme allocates EUR 35 billion over 10 years to benefit the higher education and research sector, with a significant portion directed towards 'clusters of excellence'.","About two-thirds of the 2010 'investing in the future' programme, with total funding of 35 billion over 10 years, will benefit the higher education and research sector.",,,EVT_FRA_2010_0497,1,2013,FRA_2013_005
FRA_2017_001,FRA,France,2017,2015.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"The reforms aim to enhance collaboration and reduce barriers, which can lead to increased innovation and competitiveness.",high,Public-Private Innovation Collaboration,,False,implemented,The law has been enacted and is currently in force.,high,True,3,The reforms represent a significant structural change in the approach to innovation policy in France.,high,"The 2015 law on growth, activity and equal opportunities aims to improve the competitive environment by reducing barriers to entry and enhancing public-private collaboration in innovation. Additionally, the programme d’investissements d’avenir is designed to support this collaboration and entrepreneurship, emphasizing thematic objectives and evaluation to align research activities with national priorities.","The 2015 law on growth, activity and equal opportunities improved the competitive environment in a number of areas.",38.0,38.0,EVT_FRA_2015_0502,1,2017,FRA_2017_001
FRA_2019_009,FRA,France,2019,2018.0,,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,"The fund aims to enhance R&D investment in radical innovations, which can lead to increased productivity and economic growth.",high,2018 Innovation Support Package,Fonds pour l’innovation et la rupture,False,implemented,The fund was established to support radical technological innovation.,high,True,3,"The establishment of a dedicated fund for radical innovation represents a significant shift in France's approach to fostering high-impact R&D, which is crucial for long-term economic competitiveness.",high,"France created a specific investment fund for supporting radical technological innovation, known as the Fonds pour l’innovation et la rupture (FII), in 2018.","Moreover, a specific investment fund for supporting radical technological innovation (Fonds pour l’innovation et la rupture, FII) was created in 2018.",63.0,63.0,EVT_FRA_2018_0505,3,"2015,2019","FRA_2015_001,FRA_2019_003,FRA_2019_009"
FRA_2019_018,FRA,France,2019,2018.0,2018.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public,unknown,growth_supporting,"The establishment of the Innovation Council is expected to enhance the coherence and effectiveness of innovation policies, thereby fostering a more conducive environment for innovation and economic growth.",high,2018 Innovation Policy Framework,Innovation Council establishment,False,implemented,The Innovation Council was established to guide innovation policies.,high,False,2,"The creation of the Innovation Council represents a significant step towards improving the governance of innovation policies, which is crucial for enhancing the overall innovation landscape in France.",medium,"The French authorities introduced an Innovation Council in the summer of 2018 to provide guidance on innovation policies, aiming to simplify existing measures and ensure stable support for innovation.","The authorities introduced an Innovation Council in the summer of 2018 to provide guidance on innovation policies, including a review of existing measures with an objective of simplification.",191.0,191.0,EVT_FRA_2018_0508,2,2019,"FRA_2019_018,FRA_2019_019"
FRA_2021_009,FRA,France,2021,2021.0,,,,,explicit,high,,explicit,high,innovation,rd_funding,,,public,basic,growth_supporting,"Increasing public research funding is expected to enhance the quality and quantity of research outputs, fostering innovation and economic growth.",high,2021-2030 Research Planning Law,,False,implemented,The law provides for an annual public research effort of EUR 6 billion.,high,True,3,"This law represents a significant commitment to enhancing public research funding, which is critical for driving innovation and addressing societal challenges.",high,"The law on research planning 2021-2030 aims to increase the annual public research effort to EUR 6 billion, enhancing the funding available for public research and improving links between research and industry.","The law on research planning 2021-2030 and the fourth Investing for the Future Programme (PIA4, 2021-27) provide for work in this area by raising an annual public research effort of EUR 6 billion.",60.0,60.0,EVT_FRA_2021_0512,2,2021,"FRA_2021_002,FRA_2021_009"
FRA_1999_004,FRA,France,1999,,,,,,,,,,,innovation,rd_funding,,,public,basic,growth_supporting,"By focusing on potential spin-offs, the fund is expected to promote applied research and commercialization, thereby contributing to economic growth.",medium,National Science Fund Initiative,,False,announced,The forthcoming creation of a National Science Fund is intended to meet the need to develop interactions between research institutions and enterprises.,medium,False,2,"The establishment of the National Science Fund represents a significant step towards enhancing the funding landscape for fundamental research in France, with potential long-term impacts on innovation.",medium,"The forthcoming creation of a National Science Fund aims to allocate appropriations for fundamental research with a focus on potential spin-offs, enhancing the interaction between research institutions and enterprises.","The forthcoming creation of a National Science Fund, whose criteria for allocating appropriations for fundamental research will focus to a large extent on potential spin-offs.",110.0,110.0,EVT_FRA_nan_1544,1,1999,FRA_1999_004
FRA_1999_010,FRA,France,1999,,1999.0,explicit,high,,,,,,,innovation,knowledge_transfer,,,public_private,commercialization,growth_supporting,"Facilitates the transfer of technology and knowledge from educational institutions to the private sector, enhancing innovation and economic growth.",high,1999 Innovation and Technology Transfer Initiative,Vocational School Innovation Bill,False,announced,Submission of a bill on innovation allowing schools to sell services.,high,False,2,"The initiative represents a significant step towards enhancing collaboration between educational institutions and the private sector, which is crucial for fostering innovation.",medium,"A bill on innovation was submitted to allow vocational/technical schools to sell services in the context of technology transfers to enterprises, increasing partnership agreements between schools and businesses.",Submission of a bill on innovation allowing schools to sell services in the context of transfers of technology to enterprises.,82.0,82.0,EVT_FRA_nan_1545,1,1999,FRA_1999_010
FRA_1999_015,FRA,France,1999,,1999.0,explicit,high,,,,,,,innovation,startup_ecosystem,,,public_private,commercialization,growth_supporting,"Providing seed capital is expected to stimulate the growth of biotechnology firms, enhancing innovation and economic development in this sector.",high,Biotechnology Start-up Fund Initiative,,False,announced,The government is now working on the establishment of a start-up fund to help provide seed capital for biotechnology companies.,high,False,2,"This initiative is significant as it aims to directly support the growth of innovative biotechnology firms, which are crucial for technological advancement.",medium,The French government is working on establishing a start-up fund to provide seed capital for biotechnology companies and to create a network of public laboratories and private firms.,The government is now working on the establishment of a start-up fund to help provide seed capital for biotechnology companies.,119.0,119.0,EVT_FRA_nan_1547,1,1999,FRA_1999_015
FRA_1999_018,FRA,France,1999,,1999.0,explicit,high,,,,,,,innovation,knowledge_transfer,startup_ecosystem,,public,commercialization,growth_supporting,"This reform aims to enhance the commercialization of research outputs, thereby facilitating technology transfer and fostering innovation.",high,1999 Public Research Reform,Commercial Exploitation Bill,False,announced,A bill is soon to come before Parliament which will remove several barriers to the commercial exploitation of public research findings.,high,True,3,"This reform represents a significant shift in policy towards enhancing the role of public research in the economy, promoting innovation through better commercialization of research outputs.",high,"A bill is set to be introduced to remove barriers to the commercial exploitation of public research findings, allowing universities and public research bodies to engage in industrial activities and set up business incubators.",A bill is soon to come before Parliament which will remove several barriers to the commercial exploitation of public research findings.,128.0,128.0,EVT_FRA_nan_1548,1,1999,FRA_1999_018
FRA_2009_021,FRA,France,2009,,,,,,,,,,,innovation,innovation_instruments,,,public_private,applied,growth_supporting,"By ensuring that funding is contingent on results, the reform encourages more efficient use of resources and drives innovation in competitive sectors.",high,Competitiveness Clusters Reform,Performance-based State Aid,True,announced,The reform is part of the recommendations for strengthening French competitiveness.,high,False,2,"This reform represents a significant shift in how state aid is allocated, focusing on performance and sustainability, which could lead to improved innovation outcomes.",medium,The French government aims to enhance the effectiveness of the competitiveness clusters policy by linking state aid to performance outcomes and gradually transitioning to private financing.,"To make the 'competitiveness clusters' policy more effective, the maintenance of state aids should be contingent on results.",,,EVT_FRA_nan_1552,1,2009,FRA_2009_021
FRA_2009_022,FRA,France,2009,,,,,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,"By tying funding to performance, the reform aims to increase the efficiency and impact of public research investments, fostering innovation.",high,Public Research Financing Reform,Enhanced Role of ANR,True,announced,The reform is part of the recommendations for strengthening French competitiveness.,high,False,2,"This reform is significant as it seeks to improve the effectiveness of public research funding, which is crucial for driving innovation.",medium,The French government plans to promote project-based public research financing by enhancing the role of the National Research Agency (ANR) and linking funding to performance metrics.,Promote project-based public research financing by giving a greater role to the National Research Agency (ANR).,97.0,97.0,EVT_FRA_nan_1553,1,2009,FRA_2009_022
FRA_2009_025,FRA,France,2009,,,,,,,,,,,innovation,knowledge_transfer,,,public,commercialization,growth_supporting,"By facilitating technology transfer, this initiative is expected to enhance the commercialization of research, benefiting the economy.",high,Technology Transfer Initiative,Creation of TTOs in Universities,True,announced,The reform is part of the recommendations for strengthening French competitiveness.,high,False,2,"This reform is significant as it aims to improve the commercialization of research outputs, which is crucial for innovation.",medium,The French government aims to create technology transfer and licensing offices in universities to enhance the commercialization of research outputs.,"In order to enhance the spill-over effects of public research, create technology transfer and licensing offices in the universities.",97.0,97.0,EVT_FRA_nan_1556,1,2009,FRA_2009_025
FRA_2019_006,FRA,France,2019,,2018.0,explicit,high,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,"Increased funding for public research is expected to enhance innovation capacity and productivity, contributing positively to economic growth.",high,2017-22 Reform Agenda,Increased Funding for Public Research,False,announced,The government plans to increase funding for public research alongside reforms to grant universities more autonomy.,high,True,3,"This reform represents a significant shift in the governance of public research funding, aiming to improve the efficiency and effectiveness of research outputs.",high,"The government plans to increase funding for public research while granting universities more autonomy over their human resource policies, aiming to enhance the effectiveness of research investments.",A selected increase in funding for public research should go along with reforms to raise universities’ autonomy over their human resource policies.,,,EVT_FRA_nan_1562,1,2019,FRA_2019_006
FRA_2019_007,FRA,France,2019,,2019.0,explicit,high,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,"Increased R&D funding is expected to stimulate innovation, leading to higher productivity and economic growth.",high,2019 R&D Investment Initiative,,False,announced,The government has announced plans to increase public spending for R&D.,high,False,2,"This reform represents a significant increase in public investment in R&D, which is crucial for enhancing innovation capacity.",medium,"France plans to increase public spending for R&D by 0.1% of GDP, aiming to enhance innovation and productivity growth.",The government plans to increase public spending for R&D by 0.1% of GDP.,,,EVT_FRA_nan_1563,1,2019,FRA_2019_007
FRA_2019_008,FRA,France,2019,,2019.0,explicit,high,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,"Increasing public R&D spending is expected to enhance innovation capacity and productivity, contributing positively to GDP growth.",high,OECD-Recommended Fiscal Reforms,Increase in R&D Spending,False,announced,The government plans to increase public spending for R&D as part of its fiscal reforms.,high,False,2,"The planned increase in R&D spending is significant but part of a broader set of fiscal reforms, indicating a commitment to enhancing innovation.",medium,France plans to increase public expenditures on R&D as part of broader fiscal reforms aimed at enhancing growth potential.,"The proposed tax and spending reforms give the government a choice of options to reduce public spending in the medium run... to increase spending on growth-enhancing investment, for example, public expenditures on R&D.",53.0,53.0,EVT_FRA_nan_1564,1,2019,FRA_2019_008
FRA_2019_013,FRA,France,2019,,,,,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,"Increased funding for research universities is expected to enhance research capacity and innovation, contributing positively to economic growth.",high,Grand Plan d'Investissement,Support for Major Research Universities,True,announced,The latest investment plan includes welcome measures for supporting major research universities.,high,False,2,"This reform represents a significant effort to bolster research capacity in universities, which is crucial for innovation and economic competitiveness.",medium,The French government has introduced measures to support major research universities as part of a broader investment plan aimed at compensating for the decline in government funding for research since 2008.,The latest investment plan includes welcome measures for supporting major research universities.,159.0,159.0,EVT_FRA_nan_1565,1,2019,FRA_2019_013
FRA_2021_018,FRA,France,2021,,2021.0,explicit,high,,,,,,,innovation,rd_funding,,,public,applied,growth_supporting,"This investment is expected to enhance innovation in low-carbon technologies, which can lead to increased productivity and economic growth in the green energy sector.",high,France 2030 Investment Plan,,False,announced,The government announced a new investment plan in October 2021.,high,True,3,"This reform represents a significant commitment to funding R&D in low-carbon technologies, which is crucial for achieving France's climate goals and enhancing its energy transition.",high,"The French government announced a new investment plan called 'France 2030', which includes financial support of up to EUR 15 billion for research and development of low-carbon technologies, prioritizing nuclear energy, renewables, and green hydrogen.","The government announced a new investment plan in October 2021, called 'France 2030', with financial support of up to EUR 15 billion towards research and development of low-carbon technologies.",125.0,125.0,EVT_FRA_nan_1569,1,2021,FRA_2021_018
FRA_2024_002,FRA,France,2024,,2023.0,explicit,high,,,,,,,innovation,startup_ecosystem,,,private,applied,growth_supporting,"Attracting R&D spending from multinationals can enhance local innovation capacity and productivity, contributing positively to economic growth.",high,2024 Innovation Strategy,,False,announced,The government is implementing measures to attract R&D spending from multinationals.,high,False,2,"This reform aims to enhance the existing innovation ecosystem and leverage France's strengths in science and technology, which could lead to significant improvements in R&D investment.",medium,"France is building on its dynamic innovation ecosystems and strong scientific and technological skills to attract more R&D spending from multinationals, despite current R&D spending being below the OECD average.",Build on dynamic innovation ecosystems and a workforce with strong scientific and technological skills to attract R&D spending from multinationals.,16.0,16.0,EVT_FRA_nan_1570,1,2024,FRA_2024_002
FRA_2024_003,FRA,France,2024,,2023.0,explicit,high,,,,,,,innovation,innovation_instruments,,,private,applied,growth_supporting,"By increasing the effectiveness of the R&D tax credit for SMEs, the reform aims to stimulate innovation and economic performance in the private sector.",high,2024 R&D Tax Credit Reform,R&D Tax Credit Adjustment,False,announced,The government is considering adjustments to the R&D tax credit to better support SMEs.,high,False,2,"The proposed adjustments to the R&D tax credit represent a significant change aimed at improving support for SMEs, which are crucial for innovation.",medium,"France's government is considering lowering the ceiling of the R&D tax credit and increasing the subsidy rate to better support SMEs, which could enhance innovation and GDP growth.",Lowering the ceiling of the CIR and increasing the subsidy rate could allow for SMEs to benefit more and increase the effectiveness of the measure on innovation and GDP growth.,59.0,59.0,EVT_FRA_nan_1571,1,2024,FRA_2024_003
FRA_2024_004,FRA,France,2024,,2023.0,explicit,high,,,,,,,innovation,innovation_instruments,,,private,applied,growth_supporting,"This tax credit incentivizes SMEs to invest in product development, thereby fostering innovation and enhancing competitiveness.",high,2024 Innovation Support Package,Innovation Tax Credit,False,announced,The innovation tax credit totaled around 400 million euros in claims in 2021.,high,False,2,"The innovation tax credit is a significant measure aimed at supporting SMEs in their innovation efforts, contributing to overall economic growth.",medium,"The innovation tax credit, which supports SME expenditure on designing prototypes and testing new products, totaled around 400 million euros in claims in 2021.","The innovation tax credit, which totalled around 400 million euros in claims in 2021, supports SME’s expenditure on designing prototypes and testing for new products.",59.0,59.0,EVT_FRA_nan_1572,1,2024,FRA_2024_004
GBR_1996_001,GBR,United Kingdom,1996,1995.0,1995.0,explicit,high,,,,,inferred,medium,innovation,innovation_instruments,,,public_private,adoption,growth_supporting,"These initiatives are designed to stimulate investment and innovation in smaller firms, which can enhance productivity and economic growth.",high,Investment Incentives and Challenge Fund,Investment Incentives,True,implemented,"The VCT and EIS are operational, and the Challenge Fund has been utilized for public funding bids.",high,False,2,"While these reforms are significant in promoting innovation, they do not represent a structural overhaul of the innovation system.",medium,"The VCT and EIS provide tax incentives for investments in smaller firms, while the Challenge Fund initiative encourages partnerships between public, private, and community sectors to bid for public funds aimed at local service development and regeneration, both aimed at stimulating growth and innovation in the private sector.",The VCT and EIS both offer tax incentives for investment in smaller firms in the form of capital gains and income tax reliefs for investors.,136.0,136.0,EVT_GBR_1995_0528,1,1996,GBR_1996_001
GBR_1998_001,GBR,United Kingdom,1998,1998.0,1998.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,commercialization,growth_supporting,"Lowering capital gains tax and adjusting tax reliefs encourages investment in innovative ventures, which can enhance economic growth.",high,Venture Capital and Investment Reforms,Capital Gains Tax Modification,False,implemented,The reform has been enacted and is currently in effect.,high,True,3,The reform significantly alters the tax landscape for venture capital but does not constitute a major overhaul of the system.,medium,"The UK government has modified capital gains tax to lower rates on long-term investment and adjusted tax reliefs related to access to venture capital and high-risk investments, aiming to stimulate innovation and adaptability in the economy.",The government has modified capital gains tax in the March 1998 Budget to lower rates on long-term investment and adjusted tax reliefs relating to access to venture capital and high-risk investments.,,,EVT_GBR_1998_0532,2,"1998,2000","GBR_1998_001,GBR_2000_011"
GBR_2000_003,GBR,United Kingdom,2000,1999.0,1999.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"The R&D tax credit encourages investment in innovation, which can lead to increased productivity and economic growth.",high,1999 Budget Reforms,R&D Tax Credit for SMEs,False,implemented,The tax credit was introduced as part of the March 1999 Budget.,high,True,3,"The introduction of the R&D tax credit represents a significant policy change aimed at enhancing innovation among SMEs, which is crucial for economic dynamism.",medium,"The March 1999 Budget introduced a tax credit for research and development (R&D) aimed at small and medium-sized enterprises (SMEs) that spend over £50,000 a year on R&D, thereby incentivizing innovation in the private sector.","Corporate taxes for small enterprises were also cut via the introduction of a new 10 per cent rate for the smallest companies and a tax credit for research and development (R&D) for small and medium sized enterprises (SMEs) spending over £50,000 a year on R&D.",70.0,70.0,EVT_GBR_1999_0536,2,"2000,2009","GBR_2000_003,GBR_2009_003"
GBR_2000_013,GBR,United Kingdom,2000,2000.0,,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"This reform incentivizes R&D activities among SMEs, potentially leading to increased innovation and productivity.",high,2000 R&D Tax Credit Initiative,,False,implemented,The new R&D tax credit for SMEs has been designed and is in effect.,high,True,3,"This reform represents a significant shift in support for R&D in the SME sector, which is crucial for fostering innovation and economic growth.",high,"The Government has introduced a new R&D tax credit for SMEs, allowing those who undertake R&D but do not yet generate taxable profits to receive a tax credit payment.",The Government has taken a step in that direction in the way it has designed the new R&D tax credit for SMEs.,151.0,151.0,EVT_GBR_2000_0538,6,"2000,2002,2005,2007,2013","GBR_2000_001,GBR_2000_013,GBR_2002_003,GBR_2005_013,GBR_2007_009,GBR_2013_014"
GBR_2000_006,GBR,United Kingdom,2000,2000.0,1999.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"These tax incentives are designed to lower the cost of doing business for SMEs, thereby encouraging investment in innovation and R&D activities.",high,2000 SME Tax Incentives,,False,implemented,The Government has committed to these tax changes in recent budgets.,high,True,3,"This reform represents a significant shift in the tax treatment of SMEs, aimed at fostering innovation and entrepreneurship, which is crucial for economic growth.",high,"The UK Government has introduced a series of tax incentives aimed at boosting entrepreneurial activity, including a reduction in the corporate tax rate for small companies and enhanced capital allowances for R&D spending.","The corporate tax rate for small companies has been cut from 23 to 20 percent for the basic rate, and a new entry rate of 10 percent has been introduced.",87.0,87.0,EVT_GBR_2000_0539,2,"2000,2005","GBR_2000_006,GBR_2005_006"
GBR_2000_007,GBR,United Kingdom,2000,2000.0,1999.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,adoption,growth_supporting,"By supporting business incubators and infrastructure, this fund aims to enhance the startup ecosystem, facilitating the growth of innovative firms and contributing to regional economic development.",high,2000 Regional Innovation Fund,,False,implemented,The Government has announced the establishment of the fund to support regional innovation initiatives.,high,True,3,"This fund represents a significant investment in regional innovation capacity, although it is part of a broader strategy rather than a standalone major reform.",medium,"The UK Government has established a new £50 million Regional Innovation Fund to co-finance business incubators and small-scale infrastructure, aimed at fostering innovation in regional economies.",The Government has announced it will create a new £50 million Regional Innovation Fund to enable RDAs to co-finance business incubators and small-scale infrastructure.,104.0,104.0,EVT_GBR_2000_0540,2,"2000,2005","GBR_2000_007,GBR_2005_010"
GBR_2007_004,GBR,United Kingdom,2007,2000.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"The tax relief encourages firms to invest in R&D, which can lead to innovation, increased productivity, and ultimately economic growth.",high,UK Corporate Tax Reform,R&D Tax Relief Introduction,False,implemented,The tax relief was introduced and later extended to large companies.,high,False,2,"The introduction of R&D tax relief represents a significant policy change aimed at enhancing innovation capacity among firms, particularly small businesses.",medium,"In 2000, the United Kingdom introduced a tax relief on R&D expenditure specifically for small firms, which was later extended to large companies in 2002. This reform aimed to incentivize research and development activities within the corporate sector.","In 2000 a tax relief on R&D expenditure was introduced for small firms and later, in 2002, extended to large companies.",,,EVT_GBR_2000_0544,1,2007,GBR_2007_004
GBR_2007_010,GBR,United Kingdom,2007,2004.0,2004.0,explicit,high,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,Increasing R&D intensity is expected to drive innovation and productivity growth in the economy.,high,10-Year Plan for Science and Innovation,,False,implemented,The government has set a target for R&D intensity as part of its long-term strategy.,high,True,3,"This ambitious target reflects a significant commitment to enhancing the UK's R&D landscape, which is critical for long-term economic growth.",high,The UK government aims to raise R&D intensity from around 1.7% of GDP in 2004 to 2.5% by 2014 as part of its 10-year plan for science and innovation.,The government’s 10-year plan for science and innovation aims to raise R&D intensity from around 1.7% of GDP in 2004 to 2.5% by 2014.,,,EVT_GBR_2004_0548,1,2007,GBR_2007_010
